# === Voice data start ===
[0.74, 2.15, 0.78, 0.59, 0.77, 1.29, 0.85, 1.03, 1.25, 2.20, 0.86, 1.81, 2.08, 1.56, 2.80, 0.88, 0.89, 2.72, 8.69, 58.55, 63.92, 61.28, 30.93, 15.36, 7.95, 6.04, 4.82, 9.18, 11.91, 14.58, 11.40, 5.33, 46.76, 49.99, 37.15, 36.45, 28.88, 29.25, 20.04, 4.23, 4.16, 1.91, 3.06, 2.97, 2.61, 2.27, 1.85, 1.55, 2.45, 3.90, 3.54, 3.06, 3.51, 4.66, 3.93, 5.04, 6.01, 3.91, 7.03, 6.69, 4.80, 7.59, 7.22, 5.82, ],
[0.52, 0.70, 0.78, 0.67, 0.41, 0.91, 1.75, 0.86, 1.39, 1.86, 1.10, 3.92, 1.93, 1.19, 0.78, 8.35, 67.17, 65.75, 60.40, 40.01, 17.58, 13.44, 8.31, 8.94, 8.80, 10.30, 9.90, 9.54, 14.38, 38.17, 30.18, 32.39, 27.32, 24.27, 17.20, 8.03, 2.26, 2.49, 1.95, 2.09, 1.35, 1.91, 1.00, 1.26, 1.00, 0.52, 2.00, 1.41, 2.16, 1.44, 1.62, 1.62, 3.59, 1.43, 3.32, 2.21, 1.65, 1.25, 3.49, 0.66, 1.19, 1.91, 0.62, 1.95, ],
[3.58, 4.14, 4.56, 2.66, 3.82, 3.87, 2.01, 4.14, 2.49, 4.12, 1.97, 1.81, 1.56, 0.77, 8.04, 61.61, 63.97, 58.82, 54.53, 12.48, 11.26, 6.84, 6.23, 6.57, 9.24, 13.71, 10.97, 7.63, 3.64, 38.29, 38.45, 33.88, 32.37, 20.29, 21.97, 10.22, 7.46, 2.85, 3.31, 2.32, 1.21, 1.75, 1.06, 1.11, 1.25, 0.94, 2.14, 2.39, 0.76, 1.38, 2.05, 2.66, 4.58, 3.73, 3.50, 4.19, 4.55, 4.48, 5.64, 5.50, 4.74, 5.08, 4.45, 4.96, ],
[4.07, 0.62, 1.76, 2.13, 0.94, 2.42, 0.90, 4.16, 2.80, 2.26, 1.82, 1.48, 3.35, 0.55, 2.63, 2.30, 1.99, 7.57, 46.88, 69.55, 67.77, 24.59, 14.54, 6.95, 6.24, 6.77, 11.88, 19.49, 14.73, 12.11, 6.10, 45.21, 51.28, 44.60, 34.21, 30.65, 22.83, 11.65, 8.47, 3.60, 2.25, 3.66, 4.19, 1.52, 1.67, 1.59, 0.77, 3.52, 1.47, 2.37, 2.23, 2.88, 3.10, 1.69, 3.59, 3.28, 1.96, 4.21, 2.22, 3.57, 3.55, 3.30, 4.64, 3.85, ],
[5.01, 4.00, 5.71, 3.91, 3.69, 5.59, 3.83, 3.19, 3.02, 4.33, 4.33, 2.27, 2.86, 1.69, 3.79, 1.42, 2.80, 2.07, 2.68, 3.05, 4.06, 3.58, 4.29, 5.52, 2.78, 2.88, 2.42, 3.75, 26.38, 55.97, 57.00, 45.29, 12.51, 8.39, 4.90, 5.04, 6.54, 11.38, 11.47, 10.69, 3.14, 18.26, 43.06, 34.22, 38.18, 19.88, 23.00, 17.36, 3.74, 3.25, 3.29, 2.75, 2.05, 1.81, 3.22, 0.55, 3.13, 1.64, 1.93, 3.85, 1.19, 2.92, 1.64, 3.11, ],
[1.72, 1.26, 0.76, 3.47, 1.78, 2.65, 3.88, 3.24, 3.91, 4.42, 4.00, 3.38, 2.30, 5.07, 32.36, 69.75, 70.93, 50.68, 22.03, 9.36, 5.86, 5.54, 12.14, 16.81, 13.23, 14.01, 8.33, 31.24, 39.89, 30.57, 23.45, 18.74, 13.00, 3.88, 2.82, 2.75, 4.05, 2.05, 2.97, 3.12, 1.25, 3.06, 0.94, 3.12, 2.60, 0.57, 1.95, 0.50, 2.49, 1.68, 1.86, 2.91, 0.54, 2.46, 0.98, 2.14, 2.18, 0.61, 2.78, 1.82, 1.65, 1.91, 1.26, 0.76, ],
[1.18, 0.81, 0.74, 0.50, 0.88, 0.75, 0.74, 1.39, 1.19, 0.70, 0.96, 1.60, 1.39, 3.71, 45.18, 81.74, 82.59, 73.17, 35.02, 13.21, 10.28, 7.61, 5.18, 12.08, 18.69, 21.93, 16.47, 9.67, 27.53, 40.12, 35.38, 31.59, 28.76, 22.91, 19.38, 13.62, 4.53, 2.48, 1.77, 2.44, 2.36, 1.47, 1.04, 0.91, 2.37, 2.68, 1.77, 1.80, 2.45, 3.44, 2.39, 3.10, 1.91, 4.83, 4.12, 4.06, 4.84, 4.17, 4.45, 3.36, 5.39, 2.86, 4.13, 5.11, ],
[1.95, 1.25, 2.06, 0.64, 3.28, 0.72, 1.26, 1.98, 0.78, 2.06, 2.30, 2.49, 3.77, 1.52, 2.47, 2.11, 2.25, 16.43, 58.26, 65.26, 63.81, 26.66, 13.45, 5.68, 5.79, 5.62, 8.97, 16.99, 18.58, 14.91, 11.49, 31.98, 64.99, 55.89, 47.76, 40.98, 36.20, 20.31, 8.00, 6.26, 2.71, 3.27, 3.18, 1.98, 2.61, 1.45, 1.10, 1.57, 1.03, 1.44, 2.09, 1.20, 1.98, 2.01, 2.67, 0.60, 2.86, 3.08, 2.72, 3.11, 3.00, 2.27, 3.07, 1.95, ],
[0.91, 2.97, 1.01, 0.72, 1.42, 0.68, 1.18, 0.57, 1.39, 3.16, 2.71, 2.50, 2.33, 2.17, 2.69, 2.57, 3.52, 9.67, 67.88, 62.31, 66.90, 50.79, 20.98, 15.50, 9.24, 8.00, 10.86, 15.74, 22.22, 16.84, 9.94, 21.94, 33.96, 35.06, 31.76, 29.03, 25.05, 11.72, 5.27, 2.55, 1.11, 2.24, 1.62, 1.44, 0.98, 1.29, 3.44, 0.61, 1.87, 1.81, 1.01, 0.75, 0.89, 1.01, 1.23, 1.20, 0.99, 1.84, 1.63, 2.39, 1.70, 0.74, 3.76, 3.22, ],
[0.28, 1.94, 1.90, 2.00, 1.03, 0.56, 1.06, 2.64, 0.29, 2.08, 0.48, 0.72, 0.83, 1.23, 0.55, 0.91, 0.81, 0.52, 0.93, 1.10, 0.62, 1.30, 1.10, 1.83, 0.77, 10.26, 58.91, 63.81, 72.32, 48.56, 25.34, 16.75, 11.85, 8.05, 12.47, 12.88, 16.57, 11.38, 7.12, 33.39, 43.45, 35.48, 36.90, 28.86, 25.40, 20.24, 8.28, 4.21, 2.60, 2.79, 2.66, 1.42, 0.65, 3.54, 1.02, 0.94, 1.06, 0.68, 2.04, 0.85, 2.39, 2.63, 3.46, 3.47, ],
[3.70, 5.19, 2.75, 4.43, 2.94, 3.50, 2.39, 1.74, 2.76, 0.88, 1.16, 1.00, 0.62, 0.97, 0.39, 0.69, 0.72, 1.05, 40.47, 58.30, 67.24, 57.30, 19.08, 11.81, 6.61, 5.53, 6.35, 8.93, 17.71, 15.89, 14.65, 8.04, 41.68, 47.76, 38.78, 29.84, 22.55, 19.64, 7.77, 3.56, 3.32, 3.86, 2.43, 2.31, 2.30, 3.93, 2.90, 2.45, 2.83, 3.57, 3.62, 3.64, 3.53, 3.34, 7.31, 3.35, 7.36, 6.09, 6.82, 8.56, 7.13, 6.08, 4.78, 7.21, ],
[0.94, 2.13, 2.08, 0.76, 2.95, 1.90, 3.20, 1.75, 3.61, 3.85, 3.82, 4.64, 4.55, 2.68, 2.26, 3.36, 2.01, 52.45, 64.22, 82.46, 64.61, 26.31, 18.44, 11.13, 11.03, 16.45, 18.52, 19.13, 18.67, 13.01, 37.70, 39.37, 27.66, 27.22, 18.68, 7.48, 5.71, 2.78, 2.47, 2.31, 1.00, 0.82, 1.20, 0.96, 1.12, 1.71, 0.48, 0.61, 2.10, 1.55, 2.82, 2.29, 3.20, 0.91, 3.13, 3.93, 2.83, 4.38, 1.76, 3.71, 3.63, 3.15, 1.35, 3.18, ],
[0.66, 0.88, 0.54, 1.69, 1.36, 0.32, 1.70, 0.55, 1.59, 0.62, 1.39, 2.28, 0.43, 0.48, 0.63, 1.03, 4.24, 44.72, 57.55, 54.48, 16.78, 13.40, 10.72, 8.92, 13.25, 18.47, 14.79, 15.37, 37.29, 54.52, 44.63, 35.21, 24.15, 24.04, 7.24, 3.88, 1.54, 1.72, 1.74, 1.73, 1.25, 1.84, 0.72, 1.58, 1.23, 0.64, 3.93, 2.09, 4.81, 3.28, 5.41, 4.23, 4.97, 5.74, 4.31, 3.81, 4.71, 3.06, 3.08, 4.96, 1.73, 2.58, 3.57, 3.99, ],
[1.89, 1.68, 0.85, 2.83, 0.84, 1.62, 1.20, 0.98, 1.12, 1.30, 0.82, 0.76, 1.39, 0.80, 1.15, 1.75, 2.50, 0.58, 1.34, 0.86, 30.29, 80.87, 78.92, 62.69, 33.54, 17.85, 10.95, 9.23, 13.61, 16.18, 18.19, 8.23, 17.18, 30.12, 29.73, 19.19, 14.11, 11.46, 5.36, 2.72, 1.88, 0.80, 1.43, 2.32, 1.02, 3.70, 1.91, 1.90, 2.72, 1.02, 2.90, 3.12, 2.21, 3.11, 2.01, 4.98, 2.56, 2.86, 3.10, 1.84, 2.80, 2.40, 2.56, 3.46, ],
[3.89, 3.79, 1.86, 3.19, 4.72, 2.76, 2.86, 2.92, 3.30, 1.76, 2.54, 3.53, 1.01, 3.95, 4.02, 2.87, 2.28, 0.62, 20.93, 53.72, 64.59, 66.75, 28.72, 20.00, 10.33, 9.35, 8.39, 12.37, 15.98, 14.08, 7.14, 22.89, 33.37, 35.91, 19.24, 21.99, 10.25, 9.14, 4.01, 3.50, 1.83, 1.35, 1.69, 2.35, 1.02, 1.55, 0.81, 0.68, 2.15, 1.37, 1.72, 3.02, 1.47, 4.44, 1.83, 2.54, 1.94, 1.78, 2.03, 1.70, 1.87, 1.29, 0.91, 3.43, ],
[1.08, 2.72, 1.79, 0.57, 1.17, 1.12, 1.36, 1.83, 1.82, 1.22, 3.12, 0.54, 0.33, 2.52, 3.05, 0.94, 0.48, 0.80, 0.68, 32.52, 51.10, 56.51, 64.86, 43.43, 34.55, 15.45, 11.42, 9.63, 9.11, 15.61, 15.92, 16.59, 6.81, 25.04, 33.04, 29.31, 23.05, 18.51, 8.86, 5.44, 2.14, 3.46, 1.47, 1.70, 1.09, 2.22, 2.16, 1.54, 1.85, 1.99, 2.57, 2.24, 2.99, 2.78, 1.89, 1.54, 3.32, 1.53, 1.77, 2.79, 3.13, 1.91, 3.61, 3.44, ],
[1.38, 0.62, 1.49, 0.61, 1.14, 0.70, 1.05, 2.70, 0.88, 0.80, 0.75, 1.27, 0.44, 0.98, 1.08, 0.71, 2.22, 1.14, 0.60, 0.81, 1.02, 0.48, 2.12, 0.31, 0.95, 3.38, 1.32, 1.62, 2.71, 1.68, 1.38, 1.86, 4.30, 1.43, 0.68, 1.59, 0.61, 1.94, 0.94, 1.31, 3.10, 2.42, 2.46, 0.63, 2.97, 3.70, 1.02, 2.51, 2.20, 2.70, 3.72, 1.82, 3.42, 2.87, 3.07, 2.37, 1.20, 2.96, 1.94, 3.97, 3.90, 1.36, 2.31, 1.11, ],
[2.37, 0.68, 0.56, 1.06, 1.23, 0.91, 0.58, 1.08, 0.85, 0.99, 0.73, 2.49, 1.40, 0.84, 1.88, 7.74, 72.75, 68.66, 47.33, 34.20, 17.05, 12.59, 5.07, 5.89, 16.49, 28.35, 21.69, 22.49, 25.92, 45.62, 59.66, 52.16, 38.89, 35.07, 18.73, 7.44, 4.92, 2.84, 1.90, 3.64, 1.27, 3.06, 1.18, 1.11, 0.92, 1.19, 0.59, 1.62, 1.22, 2.96, 2.65, 1.83, 1.64, 1.37, 0.55, 3.02, 2.35, 2.88, 5.56, 3.63, 2.88, 2.98, 4.59, 3.63, ],
[0.77, 0.86, 0.43, 0.68, 0.85, 2.10, 2.38, 0.59, 1.06, 2.08, 1.68, 1.75, 0.66, 1.49, 2.19, 0.79, 1.70, 0.40, 1.72, 2.58, 1.75, 2.73, 1.64, 4.03, 1.54, 1.55, 1.63, 20.92, 57.90, 57.47, 48.56, 12.24, 10.74, 6.57, 3.83, 4.99, 8.98, 12.02, 17.10, 10.77, 6.43, 44.34, 34.89, 42.13, 32.96, 22.59, 22.71, 9.66, 5.62, 4.40, 2.61, 1.82, 1.54, 1.16, 0.91, 1.99, 4.80, 1.22, 4.58, 4.15, 3.26, 6.44, 3.42, 5.90, ],
