# === Voice data start ===
[150.42, 143.49, 156.36, 188.13, 137.85, 118.67, 60.14, 26.40, 15.03, 11.70, 7.61, 6.51, 4.54, 4.18, 2.47, 2.89, 3.37, 3.91, 2.62, 2.72, 5.00, 3.50, 2.44, 2.60, 2.90, 3.12, 3.57, 3.34, 4.03, 4.30, 3.99, 5.92, ],
[165.00, 156.90, 151.67, 137.80, 102.69, 42.65, 18.41, 12.38, 9.75, 9.65, 5.42, 3.87, 4.79, 4.64, 2.35, 2.22, 4.62, 3.09, 2.18, 2.88, 2.19, 2.52, 3.36, 2.73, 2.77, 3.64, 3.14, 3.92, 3.54, 4.30, 4.72, 6.23, ],
[164.35, 155.23, 137.96, 131.17, 100.90, 42.02, 17.60, 11.50, 10.27, 7.49, 5.50, 4.52, 4.33, 4.18, 3.25, 2.92, 1.93, 3.53, 2.49, 2.69, 3.34, 2.02, 2.31, 4.27, 3.07, 3.39, 5.05, 4.14, 3.71, 3.60, 4.85, 5.11, ],
[151.86, 151.63, 155.59, 133.20, 105.59, 61.06, 22.62, 15.19, 10.89, 7.84, 5.40, 4.35, 4.57, 3.93, 3.40, 4.77, 2.20, 2.54, 6.44, 3.45, 2.76, 2.64, 3.73, 2.41, 4.44, 2.63, 3.64, 4.39, 4.30, 5.59, 3.96, 4.97, ],
[150.53, 147.08, 164.19, 176.55, 142.97, 124.18, 45.09, 25.09, 12.30, 9.87, 7.99, 5.96, 4.65, 3.39, 3.55, 3.89, 3.71, 2.78, 3.69, 1.97, 5.25, 2.51, 4.82, 2.37, 3.22, 5.45, 2.92, 4.19, 4.71, 3.84, 3.49, 4.55, ],
[154.23, 147.51, 158.56, 190.41, 139.92, 117.75, 60.03, 25.57, 15.81, 10.60, 9.31, 6.29, 3.40, 3.10, 2.83, 3.00, 2.05, 2.16, 4.38, 3.60, 3.47, 2.34, 3.70, 2.71, 2.96, 3.29, 3.65, 4.38, 5.19, 3.49, 3.53, 6.14, ],
[166.20, 174.03, 147.24, 143.95, 94.20, 35.21, 19.78, 8.79, 10.29, 7.38, 6.66, 4.56, 3.58, 4.13, 3.30, 2.20, 4.27, 2.86, 4.46, 3.92, 5.75, 2.78, 3.89, 3.57, 3.31, 3.53, 3.92, 4.58, 3.73, 3.89, 4.99, 4.93, ],
[152.16, 144.80, 157.18, 183.92, 143.54, 120.90, 61.21, 26.49, 15.49, 12.29, 8.79, 8.03, 3.75, 4.50, 5.63, 3.90, 3.44, 3.09, 3.62, 1.86, 3.63, 4.84, 3.08, 3.45, 2.75, 4.30, 3.97, 2.57, 3.93, 3.74, 5.43, 5.88, ],
[155.18, 148.73, 158.18, 191.10, 140.92, 117.57, 59.70, 25.45, 15.54, 11.88, 8.06, 7.59, 5.54, 5.04, 2.95, 1.92, 2.08, 4.57, 2.72, 2.71, 3.97, 2.48, 7.46, 2.12, 7.02, 3.28, 2.88, 3.33, 6.48, 5.99, 4.56, 5.20, ],
[152.82, 177.28, 166.84, 137.08, 114.07, 78.71, 24.96, 16.99, 10.61, 10.37, 6.04, 4.28, 3.77, 3.45, 2.04, 2.08, 3.12, 3.10, 1.96, 2.41, 2.65, 3.15, 2.13, 2.85, 2.95, 4.67, 3.79, 4.16, 4.80, 5.91, 4.48, 6.86, ],
[150.69, 153.27, 153.27, 155.03, 147.80, 103.67, 78.34, 22.54, 17.45, 10.30, 9.48, 6.41, 2.88, 4.67, 2.40, 2.58, 2.02, 2.65, 4.81, 2.33, 2.00, 4.25, 2.20, 2.56, 4.03, 3.27, 2.48, 3.47, 3.89, 4.78, 4.54, 4.21, ],
# === Voice data end ===
