aX,aY,aZ,gX,gY,gZ
-0.191,0.427,-0.853,-6.653,300.781,-33.997
-0.088,0.163,-1.054,-18.127,279.358,-48.340
0.052,-0.069,-1.077,-26.489,249.573,-53.528
0.176,-0.253,-1.088,-31.067,226.196,-53.040
0.292,-0.329,-1.194,-26.306,211.060,-47.424
0.395,-0.422,-1.332,-17.578,198.486,-42.603
0.462,-0.559,-1.443,-11.658,184.387,-38.818
0.524,-0.647,-1.542,-6.958,169.250,-30.273
0.583,-0.655,-1.680,-5.676,154.724,-16.541
0.643,-0.606,-1.790,-9.766,137.878,-2.869
0.679,-0.507,-1.884,-16.418,117.859,9.277
0.677,-0.389,-1.996,-20.386,96.069,19.165
0.672,-0.272,-2.106,-20.386,69.885,26.184
0.665,-0.119,-2.160,-16.846,37.598,30.945
0.651,0.021,-2.123,-13.611,1.099,31.982
0.612,0.110,-2.017,-11.108,-36.377,28.137
0.614,0.187,-1.899,-6.348,-70.740,22.644
0.624,0.244,-1.760,0.122,-102.844,16.418
0.581,0.206,-1.624,4.028,-130.981,5.798
0.559,0.113,-1.469,5.554,-156.250,-3.967
0.517,0.044,-1.343,6.592,-178.345,-9.949
0.464,-0.046,-1.216,4.089,-198.853,-13.123
0.398,-0.121,-1.060,-2.808,-218.323,-12.085
0.318,-0.183,-0.934,-9.521,-234.009,-8.240
0.271,-0.154,-0.830,-12.207,-246.704,-0.366
0.191,-0.081,-0.754,-11.047,-257.874,7.690
0.091,-0.088,-0.694,-10.071,-269.165,10.315
-0.024,-0.103,-0.625,-8.484,-281.982,13.184
-0.132,-0.069,-0.612,-4.211,-294.067,18.372
-0.284,0.052,-0.652,2.686,-308.472,23.804
-0.483,0.202,-0.683,8.362,-330.139,26.428
-0.743,0.245,-0.646,14.954,-360.596,22.400
-1.111,0.177,-0.342,26.611,-403.381,13.855
-1.482,0.164,0.451,37.598,-458.557,9.094
-1.667,0.187,1.929,45.044,-517.517,7.324
-1.547,0.305,3.480,75.256,-564.453,8.728
-1.202,0.709,4.000,130.737,-541.321,20.020
-0.702,0.847,4.000,152.161,-397.949,3.967
-0.384,0.170,4.000,122.192,-210.266,-55.542
-0.291,-0.928,3.576,40.039,-70.923,-110.779
-0.243,-1.735,3.093,-54.932,-17.090,-114.319
-0.113,-1.569,3.098,-121.216,-11.108,-62.805
0.060,-0.863,3.143,-141.968,-6.042,-2.441
0.095,-0.393,3.004,-130.615,7.996,17.212
0.214,-0.528,2.862,-98.267,20.142,8.850
0.073,-0.456,2.692,-41.321,22.644,13.733
0.107,-0.473,3.001,8.667,8.118,14.526
0.087,-0.281,3.115,62.927,13.184,19.653
0.011,0.005,3.101,91.797,39.001,22.949
-0.082,0.031,3.038,106.628,70.557,12.451
-0.178,-0.100,2.922,106.384,102.661,-0.244
-0.266,-0.284,2.893,88.501,128.967,-7.568
-0.312,-0.604,3.043,50.110,153.198,-13.062
-0.346,-0.925,3.012,4.883,189.636,-9.827
-0.388,-0.987,2.646,-28.992,236.328,8.911
-0.376,-0.805,2.260,-51.819,272.278,35.645
-0.390,-0.611,1.992,-64.453,292.114,55.298
-0.393,-0.414,1.751,-62.866,305.969,67.871
-0.423,-0.189,1.446,-51.147,321.594,76.782
-0.475,-0.018,1.093,-38.147,335.876,78.491
-0.492,0.241,0.777,-23.926,342.896,78.918
-0.490,0.555,0.513,-11.658,344.543,76.172
-0.501,0.873,0.200,0.488,345.703,63.599
-0.466,0.994,-0.171,5.798,344.849,38.818
-0.409,0.893,-0.502,3.174,334.778,6.165
-0.318,0.673,-0.808,-1.343,321.777,-22.278
-0.214,0.391,-1.127,-13.367,297.485,-42.419
-0.070,0.191,-1.179,-23.621,257.629,-51.331
0.050,0.032,-1.108,-29.968,222.656,-55.664
0.172,-0.102,-1.080,-26.245,201.050,-57.617
0.313,-0.243,-1.157,-18.005,190.796,-59.082
0.406,-0.422,-1.328,-12.451,184.998,-61.890
0.500,-0.617,-1.474,-9.583,174.988,-60.547
0.587,-0.703,-1.645,-3.906,161.133,-51.636
0.670,-0.663,-1.824,2.747,145.813,-37.781
0.753,-0.609,-1.964,5.981,126.099,-26.245
0.720,-0.605,-2.079,4.761,103.516,-18.066
0.684,-0.565,-2.219,5.676,77.393,-7.751
0.679,-0.432,-2.301,6.226,45.349,5.554
0.660,-0.296,-2.285,2.197,7.812,16.296
0.621,-0.186,-2.180,-5.920,-29.907,21.362
0.587,-0.091,-2.017,-11.536,-65.918,23.071
0.557,-0.009,-1.863,-10.742,-97.473,22.156
0.523,0.010,-1.745,-6.042,-124.329,18.738
0.518,-0.002,-1.627,-0.732,-149.719,14.221
0.469,-0.044,-1.498,1.465,-175.171,10.498
0.411,-0.051,-1.312,-0.488,-199.829,7.751
0.325,-0.111,-1.164,-4.028,-220.398,5.432

-1.244,-0.295,2.110,39.734,-446.228,5.371
-1.128,0.084,2.861,6.470,-428.528,19.470
-0.960,0.445,3.451,-18.555,-394.592,17.822
-0.742,0.586,4.000,-32.166,-327.820,-5.249
-0.482,0.489,4.000,-18.372,-235.474,-32.959
-0.352,0.188,3.399,-0.122,-139.771,-57.068
-0.287,-0.329,2.773,4.517,-83.679,-76.660
-0.194,-0.698,2.628,2.258,-75.989,-77.148
-0.109,-0.883,2.796,-0.793,-81.116,-60.486
-0.150,-0.636,2.746,6.897,-79.712,-40.894
-0.155,-0.675,3.103,14.648,-83.496,-32.715
-0.102,-0.801,3.525,24.658,-82.214,-34.973
-0.133,-0.878,3.761,21.973,-52.429,-30.518
-0.255,-0.914,3.986,5.127,-10.254,-18.860
-0.266,-0.864,4.000,-19.592,33.508,-5.615
-0.347,-0.690,4.000,-42.969,108.032,12.085
-0.453,-0.604,4.000,-68.359,188.049,18.250
-0.498,-0.539,3.491,-82.947,255.676,19.836
-0.557,-0.513,2.767,-92.529,309.937,22.583
-0.564,-0.577,2.108,-96.069,338.684,26.001
-0.509,-0.555,1.646,-88.867,341.003,36.499
-0.440,-0.356,1.397,-73.303,326.538,52.856
-0.422,-0.076,1.303,-54.688,308.105,65.125
-0.422,0.295,1.378,-33.752,290.344,70.068
-0.424,0.759,1.420,-8.240,281.189,69.458
-0.458,1.044,1.306,11.719,284.302,53.589
-0.470,0.997,1.169,17.700,289.429,21.118
-0.437,0.683,1.059,8.423,295.105,-13.367
-0.456,0.326,0.793,-4.028,309.998,-37.964
-0.457,0.084,0.432,-15.747,326.843,-46.936
-0.411,-0.055,0.135,-28.076,333.496,-46.753
-0.355,-0.136,-0.162,-31.860,333.313,-43.945
-0.304,-0.177,-0.460,-28.381,330.383,-40.710
-0.256,-0.213,-0.695,-22.217,322.144,-38.330
-0.204,-0.260,-0.879,-14.343,307.373,-36.865
-0.138,-0.328,-1.047,-4.517,289.001,-34.851
-0.073,-0.333,-1.295,6.714,276.184,-29.297
-0.019,-0.325,-1.549,15.869,261.536,-23.132
0.081,-0.348,-1.746,18.616,239.136,-18.494
0.190,-0.369,-1.892,11.536,212.891,-13.611
0.305,-0.396,-2.018,-3.296,186.768,-9.338
0.416,-0.418,-2.162,-20.996,161.072,-6.104
0.502,-0.427,-2.281,-36.560,131.775,-3.723
0.562,-0.401,-2.311,-47.485,96.313,-1.099
0.606,-0.289,-2.292,-49.805,58.289,2.991
0.620,-0.130,-2.251,-43.640,22.034,5.493
0.603,0.010,-2.226,-31.311,-11.169,3.235
0.568,0.064,-2.173,-17.822,-44.983,-3.113
0.538,0.039,-2.053,-6.958,-81.116,-10.986
0.508,-0.001,-1.898,0.610,-116.211,-16.479
0.480,-0.065,-1.733,4.456,-147.461,-19.836
0.451,-0.133,-1.569,5.493,-175.537,-21.179
0.398,-0.197,-1.426,3.174,-201.355,-19.287
0.330,-0.194,-1.240,-2.197,-225.525,-15.564
0.248,-0.253,-1.096,-6.775,-246.155,-12.817
0.170,-0.241,-1.021,-8.606,-262.207,-5.005
0.067,-0.219,-0.965,-9.399,-278.320,3.662
-0.029,-0.232,-0.876,-7.080,-297.363,11.047
-0.127,-0.233,-0.765,0.488,-317.993,18.433
-0.253,-0.174,-0.733,13.916,-335.754,27.405
-0.429,-0.062,-0.758,28.748,-353.882,34.363
-0.680,0.000,-0.757,40.283,-379.822,35.461
-0.976,-0.031,-0.695,48.950,-413.879,31.372
-1.346,-0.013,-0.452,56.702,-457.825,30.090
-1.731,0.153,0.125,64.819,-509.216,34.058
-1.933,0.359,0.995,80.322,-558.594,37.659
-2.004,0.587,2.005,109.558,-591.736,34.668
-1.836,0.815,3.122,145.081,-593.140,20.874
-1.552,0.646,3.999,164.673,-555.054,-11.780
-1.214,-0.023,4.000,155.273,-438.721,-62.683
-1.045,-0.566,4.000,112.000,-301.819,-90.515
-0.924,-1.007,4.000,36.926,-204.834,-94.910
-0.790,-1.376,4.000,-44.800,-148.437,-90.271
-0.527,-1.487,4.000,-108.948,-89.844,-67.261
-0.542,-1.128,4.000,-130.493,-24.048,-27.893
-0.484,-1.036,3.712,-134.094,19.836,-10.925
-0.396,-1.047,3.504,-108.521,45.471,-5.066
-0.361,-0.859,3.422,-87.463,62.439,10.986
-0.351,-0.528,3.086,-61.584,86.853,27.771
-0.369,-0.176,3.102,-33.997,101.196,37.048
-0.412,0.095,2.988,-8.606,119.324,38.574
-0.443,0.291,2.752,21.179,144.653,33.813
-0.447,0.326,2.660,41.077,158.691,21.790
-0.499,0.052,2.671,44.434,171.265,2.136
-0.535,-0.193,2.610,33.630,192.322,-8.789
-0.560,-0.433,2.531,12.634,216.797,-9.949
-0.564,-0.586,2.473,-15.869,237.976,-4.150
-0.575,-0.609,2.386,-39.185,259.521,7.507
-0.596,-0.515,2.270,-50.842,283.081,21.362
-0.615,-0.302,2.052,-49.500,309.265,35.767
-0.655,-0.029,1.770,-40.710,335.388,44.312
-0.729,0.198,1.476,-33.997,358.643,42.297
-0.790,0.459,1.169,-26.428,377.869,35.645
-0.840,0.668,0.790,-20.752,396.545,24.048
-0.843,0.657,0.365,-22.156,410.278,3.723
-0.790,0.439,-0.023,-30.151,411.987,-20.203
-0.739,0.174,-0.319,-42.236,405.457,-37.109
-0.588,-0.010,-0.626,-47.913,392.212,-41.321
-0.406,-0.137,-0.972,-52.307,376.831,-38.818
-0.230,-0.248,-1.303,-52.185,344.971,-36.133
-0.035,-0.281,-1.560,-38.330,305.298,-32.104
0.162,-0.290,-1.681,-9.827,260.376,-28.687
0.318,-0.235,-1.752,31.006,217.651,-25.757
0.431,-0.103,-1.882,77.271,183.411,-23.254
0.518,-0.111,-2.055,113.464,154.175,-26.978
0.578,-0.259,-2.198,128.662,123.230,-33.936
0.583,-0.396,-2.251,121.155,88.806,-33.875
0.588,-0.438,-2.190,95.337,52.124,-25.818
0.609,-0.349,-2.020,60.120,16.785,-13.062
0.614,-0.231,-1.816,23.804,-10.864,-3.601
0.613,-0.157,-1.654,-4.395,-30.823,0.183
0.623,-0.104,-1.595,-19.348,-45.898,2.258
0.632,-0.076,-1.569,-21.545,-60.974,3.357
0.654,-0.043,-1.599,-15.808,-77.820,4.517
0.665,0.007,-1.616,-8.240,-97.351,5.432
0.644,-0.025,-1.568,-4.089,-120.361,2.930
0.602,-0.061,-1.488,-2.258,-144.897,0.366
0.544,-0.113,-1.415,-2.502,-167.908,0.549
0.487,-0.020,-1.331,-4.944,-190.247,7.507

-1.455,0.179,3.098,141.785,-510.742,-0.305
-1.153,0.078,4.000,141.418,-478.027,-14.465
-0.817,-0.231,4.000,104.065,-370.789,-35.034
-0.647,-0.503,4.000,45.959,-232.727,-47.546
-0.600,-0.625,3.429,-26.917,-128.906,-46.875
-0.520,-0.579,3.160,-97.473,-81.238,-37.109
-0.339,-0.396,3.377,-146.362,-59.204,-23.254
-0.461,-0.180,3.184,-151.855,-43.152,-15.869
-0.365,-0.483,3.432,-137.878,-41.992,-25.330
-0.255,-0.667,3.560,-88.562,-32.471,-27.405
-0.168,-0.659,3.518,-45.654,-16.846,-15.320
-0.129,-0.516,3.591,-12.817,-0.977,-3.052
-0.117,-0.372,3.571,19.043,24.292,3.296
-0.185,-0.320,3.439,48.096,57.678,5.066
-0.259,-0.240,3.357,65.674,90.759,8.850
-0.327,-0.216,3.484,64.819,118.835,10.925
-0.417,-0.358,3.518,42.236,158.691,6.470
-0.504,-0.556,3.194,6.409,212.708,4.456
-0.580,-0.766,2.810,-36.377,259.338,8.362
-0.594,-0.645,2.438,-67.017,290.771,25.146
-0.586,-0.262,2.150,-78.369,307.190,44.434
-0.586,0.091,1.960,-73.975,314.514,49.194
-0.610,0.319,1.909,-57.068,314.819,38.757
-0.627,0.528,1.789,-27.893,318.787,28.748
-0.632,0.566,1.525,2.869,329.773,16.968
-0.607,0.451,1.178,24.536,342.224,3.723
-0.622,0.286,0.812,34.729,352.783,-5.127
-0.627,0.175,0.480,36.255,357.605,-8.057
-0.605,0.150,0.153,32.104,357.300,-5.005
-0.551,0.130,-0.104,19.165,354.004,-3.052
-0.472,0.105,-0.417,7.080,349.609,-2.563
-0.365,0.098,-0.727,-0.244,344.299,-2.502
-0.273,0.069,-1.066,-4.272,329.773,-5.127
-0.174,0.063,-1.300,-3.906,300.476,-8.545
-0.070,0.098,-1.536,-0.793,272.766,-11.292
0.026,0.145,-1.834,7.019,248.230,-14.648
0.151,0.209,-2.096,15.747,218.018,-20.386
0.233,0.162,-2.198,20.691,178.772,-31.860
0.314,-0.016,-2.145,20.996,136.780,-45.654
0.404,-0.196,-2.157,19.775,104.187,-52.917
0.501,-0.339,-2.188,16.602,76.050,-52.979
0.566,-0.495,-2.177,10.864,46.143,-49.683
0.660,-0.612,-2.117,6.897,16.113,-42.114
0.709,-0.615,-2.046,7.263,-11.230,-28.687
0.732,-0.566,-1.967,9.766,-37.598,-15.259
0.734,-0.481,-1.824,9.705,-64.392,-4.211
0.684,-0.387,-1.682,5.371,-88.684,4.211
0.602,-0.293,-1.551,-2.014,-109.497,10.986
0.551,-0.082,-1.451,-8.667,-127.808,16.968
0.490,0.155,-1.336,-15.686,-146.301,18.250
0.428,0.212,-1.182,-31.555,-164.917,9.521
0.368,0.182,-1.099,-47.424,-180.298,0.244
0.303,0.153,-1.055,-56.396,-195.374,-2.747
0.263,0.202,-0.917,-60.730,-215.210,-3.235
0.200,0.054,-0.818,-60.974,-232.910,-8.789
0.140,-0.054,-0.716,-55.908,-249.512,-8.240
0.076,-0.061,-0.631,-45.959,-265.320,0.061
0.005,-0.072,-0.637,-33.936,-279.480,7.446
-0.128,-0.066,-0.798,-19.043,-294.678,14.038
-0.348,0.031,-0.889,-0.488,-321.472,20.630
-0.638,0.124,-0.782,22.583,-363.281,22.217
-0.998,0.159,-0.442,48.157,-410.950,16.357
-1.329,0.337,0.309,73.181,-460.388,11.536
-1.538,0.682,1.349,102.661,-496.765,5.249
-1.494,0.934,2.366,129.517,-503.235,-13.611
-1.315,0.607,3.115,123.474,-471.313,-52.673
-1.067,-0.170,3.620,82.825,-402.405,-95.032
-0.780,-0.842,3.646,13.367,-298.950,-108.032
-0.548,-1.103,3.298,-53.223,-207.947,-88.135
-0.398,-1.014,2.942,-107.727,-144.775,-55.237
-0.320,-0.859,2.623,-142.273,-107.300,-28.442
-0.275,-0.660,2.080,-145.081,-81.055,-5.737
-0.361,-0.610,2.041,-119.629,-79.346,13.855
-0.333,-0.800,2.360,-83.496,-111.450,24.902
-0.314,-0.617,2.752,-32.471,-128.052,43.579
-0.400,-0.154,3.210,9.583,-131.958,61.829
-0.386,0.410,3.631,53.955,-126.648,65.979
-0.542,0.792,3.992,92.224,-101.501,48.096
-0.537,0.715,4.000,108.215,-57.495,10.010
-0.615,0.249,4.000,90.637,8.301,-30.029
-0.624,-0.409,4.000,32.043,82.031,-58.411
-0.609,-0.938,4.000,-38.940,162.231,-61.218
-0.598,-1.120,3.784,-95.764,244.873,-41.626
-0.559,-1.078,3.070,-137.939,311.279,-16.846
-0.577,-1.037,2.518,-165.344,352.112,1.892
-0.545,-0.874,1.832,-157.410,370.911,21.851
-0.522,-0.530,1.447,-130.127,364.990,46.448
-0.457,-0.146,1.278,-98.328,346.619,63.538
-0.451,0.135,1.257,-63.660,326.599,66.284
-0.515,0.690,1.452,-30.579,307.983,68.054
-0.559,1.603,1.573,7.568,299.072,69.519
-0.543,2.145,1.455,40.710,303.223,42.542
-0.541,1.846,1.158,53.528,312.866,-19.043
-0.535,1.067,0.844,52.246,320.740,-81.726
-0.562,0.354,0.555,44.312,326.416,-112.671
-0.558,-0.090,0.247,32.410,328.186,-109.192
-0.462,-0.299,0.059,18.433,321.167,-89.111
-0.354,-0.391,-0.077,7.812,310.059,-66.772
-0.297,-0.415,-0.335,-0.244,309.326,-48.340
-0.250,-0.436,-0.627,-5.371,310.425,-35.522
-0.195,-0.378,-0.956,-6.958,306.091,-26.184
-0.129,-0.320,-1.308,2.563,287.720,-20.569
-0.062,-0.333,-1.547,15.381,259.033,-20.203
0.028,-0.315,-1.793,31.555,229.858,-19.104
0.137,-0.289,-1.966,44.128,195.862,-16.968
0.271,-0.351,-1.950,45.349,155.884,-18.066
0.385,-0.418,-1.911,37.476,121.643,-17.578
0.474,-0.492,-1.899,20.874,96.069,-14.771
0.515,-0.532,-1.931,1.526,74.036,-9.521
0.561,-0.472,-1.998,-9.644,51.697,-2.563
0.590,-0.343,-2.079,-9.888,26.550,3.296
0.593,-0.241,-2.130,-2.747,-1.404,4.456
0.594,-0.246,-2.115,7.080,-32.654,1.770
0.606,-0.257,-2.120,18.311,-64.270,0.366
0.596,-0.236,-2.090,27.649,-96.985,1.648
0.561,-0.252,-1.951,27.466,-132.202,2.075
0.503,-0.302,-1.771,21.118,-165.588,3.479
0.417,-0.258,-1.651,14.221,-194.092,9.033
0.334,-0.241,-1.435,6.653,-223.206,15.015

-1.922,1.240,2.453,129.761,-522.095,41.077
-1.763,1.814,3.693,157.593,-516.968,7.019
-1.433,1.330,4.000,144.653,-443.115,-65.918
-1.149,-0.179,4.000,78.369,-295.471,-153.503
-0.834,-1.475,4.000,-20.325,-159.729,-182.495
-0.613,-1.964,4.000,-121.582,-73.181,-145.142
-0.287,-1.710,3.845,-189.575,-5.981,-79.407
-0.191,-1.170,3.681,-206.848,37.109,-20.203
-0.088,-1.023,3.206,-184.753,55.298,2.686
0.012,-0.734,2.944,-130.859,54.138,20.996
-0.012,-0.460,2.900,-82.947,44.250,39.551
-0.022,0.035,2.957,-36.438,40.955,54.504
-0.087,0.542,3.176,8.423,43.518,54.199
-0.157,0.862,3.251,45.898,62.866,39.185
-0.231,0.918,3.097,77.881,94.177,14.343
-0.253,0.660,2.905,100.708,120.850,-14.648
-0.287,0.154,2.818,96.924,140.991,-40.222
-0.360,-0.286,2.663,73.059,166.870,-50.964
-0.405,-0.691,2.576,42.847,191.711,-45.959
-0.412,-0.803,2.474,11.108,212.646,-23.071
-0.381,-0.705,2.350,-12.085,234.131,5.432
-0.396,-0.513,2.240,-28.015,252.136,28.687
-0.432,-0.365,2.104,-28.198,270.020,40.710
-0.472,-0.196,1.887,-16.479,289.978,50.171
-0.536,-0.068,1.637,-3.967,308.594,55.542
-0.576,0.094,1.352,7.324,324.646,60.364
-0.623,0.288,1.048,14.587,338.318,62.012
-0.659,0.559,0.773,15.808,348.572,56.763
-0.689,0.796,0.429,14.099,358.887,44.312
-0.662,0.772,-0.006,7.874,365.417,20.935
-0.584,0.557,-0.346,-5.554,360.352,-5.676
-0.539,0.311,-0.653,-16.296,345.886,-23.499
-0.407,0.182,-1.017,-23.804,329.285,-29.968
-0.253,0.072,-1.220,-30.640,294.739,-32.532
-0.059,-0.075,-1.278,-37.842,257.629,-37.476
0.097,-0.180,-1.350,-35.583,229.309,-40.588
0.246,-0.229,-1.441,-24.109,205.933,-39.795
0.383,-0.292,-1.590,-7.935,185.852,-39.185
0.489,-0.370,-1.723,2.625,164.856,-38.513
0.589,-0.347,-1.801,8.545,141.052,-35.034
0.655,-0.332,-1.882,9.277,119.080,-32.349
0.694,-0.308,-1.963,6.165,97.717,-31.494
0.713,-0.237,-2.094,6.775,75.378,-29.907
0.679,-0.170,-2.214,9.338,48.767,-29.114
0.664,-0.149,-2.311,10.681,16.907,-28.870
0.665,-0.142,-2.320,11.780,-19.897,-27.039
0.645,-0.149,-2.196,12.329,-60.913,-25.391
0.621,-0.151,-2.015,13.367,-99.487,-23.193
0.612,-0.165,-1.807,13.123,-132.629,-20.691
0.559,-0.171,-1.651,13.611,-160.583,-18.127
0.499,-0.208,-1.479,11.719,-187.439,-15.625
0.432,-0.204,-1.271,8.484,-213.318,-11.353
0.345,-0.232,-1.068,5.127,-234.680,-6.714
0.278,-0.178,-0.879,-1.221,-250.244,-1.892
0.166,-0.132,-0.719,-9.277,-261.169,1.038
0.057,-0.045,-0.478,-17.761,-271.301,4.761
-0.062,0.086,-0.169,-21.057,-278.687,6.836
-0.162,0.278,0.074,-11.719,-278.503,6.165
-0.240,0.538,0.165,10.010,-273.499,2.625
-0.298,0.659,0.214,30.457,-271.667,-9.949
-0.338,0.495,0.286,38.574,-275.452,-31.921
-0.392,0.201,0.320,38.330,-280.579,-50.110
-0.429,0.002,0.425,30.640,-289.856,-54.138
-0.405,-0.128,0.658,16.846,-304.077,-49.377
-0.449,-0.216,0.783,2.686,-312.012,-41.870
-0.503,-0.246,0.815,-11.292,-314.392,-31.616
-0.593,-0.361,1.109,-34.668,-324.280,-23.315
-0.696,-0.582,1.898,-64.392,-338.501,-17.273
-0.728,-0.473,2.901,-75.195,-339.539,1.526
-0.672,0.036,3.515,-59.692,-305.176,27.649
-0.641,0.569,4.000,-51.758,-238.220,30.518
-0.482,0.486,4.000,-66.162,-160.034,2.747
-0.489,0.093,3.952,-91.919,-80.444,-29.114
-0.373,-0.593,3.659,-126.953,-20.508,-47.241
-0.114,-0.922,3.123,-131.470,14.038,-35.095
0.087,-0.745,2.955,-120.239,14.221,-4.883
0.271,-0.499,3.102,-96.802,2.747,16.846
0.329,-0.329,3.137,-55.969,5.676,24.536
0.292,-0.236,3.063,-12.573,16.602,27.100
0.210,-0.134,3.078,26.184,24.597,29.053
0.109,0.041,3.372,58.960,30.334,29.846
-0.011,0.312,3.606,81.482,53.955,29.724
-0.172,0.531,3.618,89.600,96.802,21.545
-0.272,0.447,3.665,74.768,141.357,-0.732
-0.404,0.118,3.693,34.424,186.829,-26.978
-0.517,-0.379,3.556,-11.658,240.234,-43.945
-0.580,-0.611,3.157,-49.744,292.358,-36.072
-0.612,-0.637,2.594,-70.190,337.646,-16.907
-0.615,-0.577,2.047,-77.881,366.272,1.709
-0.630,-0.409,1.500,-69.275,379.395,19.836
-0.602,-0.167,1.054,-51.086,380.249,36.194
-0.596,0.116,0.686,-28.748,373.047,45.593
-0.603,0.356,0.305,-1.770,364.075,46.631
-0.607,0.601,-0.041,23.315,348.816,43.945
-0.576,0.858,-0.279,40.527,326.660,38.025
-0.515,1.102,-0.443,53.894,297.424,24.597
-0.442,1.188,-0.563,60.608,272.400,-0.122
-0.407,0.975,-0.664,52.856,251.282,-34.058
-0.317,0.609,-0.793,42.297,234.314,-62.988
-0.221,0.264,-0.979,38.269,219.177,-78.552
-0.106,0.001,-0.991,37.354,191.589,-81.665
0.018,-0.292,-0.934,34.485,167.603,-80.505
0.179,-0.528,-1.023,36.682,161.194,-73.242
0.334,-0.693,-1.316,44.128,163.391,-60.364
0.450,-0.820,-1.615,47.424,161.194,-46.753
0.563,-0.889,-1.849,45.105,149.170,-30.823
0.641,-0.952,-1.994,33.325,132.263,-14.404
0.668,-0.927,-2.148,13.916,114.807,4.089
0.677,-0.745,-2.344,-5.371,95.154,26.001
0.656,-0.469,-2.500,-22.949,67.383,44.739
0.646,-0.138,-2.481,-38.208,29.236,55.908
0.618,0.145,-2.322,-48.096,-11.963,57.190
0.586,0.336,-2.201,-46.204,-48.340,49.805
0.555,0.394,-2.080,-34.424,-84.534,36.743
0.551,0.323,-1.902,-18.127,-122.681,21.362
0.539,0.228,-1.693,-1.465,-158.752,8.362
0.467,0.154,-1.494,10.864,-189.697,-0.488
0.411,0.042,-1.252,17.639,-217.468,-7.019
0.338,-0.048,-1.025,19.348,-239.197,-10.437

-1.142,0.283,2.100,36.621,-428.650,10.193
-1.089,0.270,2.563,13.062,-393.250,3.174
-1.022,0.200,2.901,-29.114,-348.572,-6.348
-0.942,0.093,3.081,-82.031,-298.889,-12.512
-0.895,-0.069,3.384,-135.620,-259.399,-16.357
-0.695,-0.099,4.000,-168.823,-231.140,-13.794
-0.454,0.100,4.000,-163.574,-165.710,-4.333
-0.427,0.186,4.000,-122.620,-86.731,0.061
-0.363,-0.029,3.957,-87.097,-34.607,-10.681
-0.271,-0.339,3.518,-39.185,2.380,-21.118
-0.219,-0.304,3.366,-14.221,18.860,-9.460
-0.148,-0.132,3.404,0.916,29.236,5.310
-0.113,0.069,3.318,16.846,47.119,13.306
-0.096,0.155,3.260,30.457,66.101,11.841
-0.103,0.087,3.231,42.114,84.473,3.113
-0.147,-0.035,3.056,51.453,111.511,-2.319
-0.217,-0.081,2.747,57.495,141.296,-0.305
-0.240,-0.039,2.568,58.167,165.100,3.723
-0.325,-0.059,2.413,56.946,183.838,4.211
-0.389,0.006,2.543,54.688,193.420,6.226
-0.405,0.122,2.515,60.669,210.693,8.423
-0.419,0.125,2.282,65.552,235.291,5.066
-0.450,-0.057,2.099,60.303,252.930,-1.709
-0.480,-0.198,1.896,53.040,268.005,-1.343
-0.490,-0.140,1.616,45.471,285.461,9.583
-0.481,-0.034,1.320,33.752,301.514,19.470
-0.489,0.003,0.990,20.935,315.979,21.851
-0.491,0.049,0.629,9.949,327.759,24.353
-0.473,0.176,0.270,4.517,333.801,29.114
-0.416,0.318,-0.067,3.906,331.970,29.846
-0.360,0.392,-0.340,0.977,323.486,23.254
-0.296,0.385,-0.534,-3.601,306.458,11.536
-0.198,0.465,-0.702,-5.127,287.720,2.991
-0.079,0.495,-0.838,-9.460,268.799,-7.019
0.019,0.354,-0.960,-15.503,247.498,-23.621
0.113,0.130,-1.030,-17.883,220.642,-37.292
0.237,0.021,-1.026,-14.282,192.932,-40.588
0.349,-0.043,-1.040,-7.019,171.021,-39.246
0.452,-0.129,-1.008,-4.333,154.114,-39.917
0.536,-0.234,-0.979,-5.920,143.005,-40.771
0.568,-0.343,-1.073,-9.766,140.442,-39.856
0.623,-0.443,-1.280,-14.771,139.832,-35.645
0.680,-0.454,-1.493,-17.273,132.019,-28.381
0.718,-0.429,-1.725,-15.869,117.737,-20.203
0.752,-0.378,-1.916,-14.404,95.520,-13.306
0.780,-0.316,-2.077,-13.428,65.063,-6.714
0.745,-0.260,-2.211,-13.428,28.687,-1.709
0.717,-0.186,-2.277,-13.794,-13.306,3.601
0.694,-0.041,-2.117,-14.099,-62.988,8.545
0.644,0.062,-1.855,-13.733,-109.863,8.301
0.568,0.101,-1.635,-10.315,-145.142,4.700
0.518,0.074,-1.433,-5.493,-173.767,-0.061
0.464,0.038,-1.239,1.038,-198.730,-3.113
0.398,-0.002,-1.088,7.629,-218.140,-5.005
0.326,-0.050,-0.954,12.634,-234.619,-6.287
0.254,-0.061,-0.836,15.686,-248.901,-5.615
0.180,-0.069,-0.726,13.123,-261.292,-4.028
0.089,-0.098,-0.661,7.996,-272.400,-2.563
-0.029,-0.130,-0.631,4.333,-285.217,0.671
-0.152,-0.137,-0.538,2.258,-303.101,6.653
-0.272,-0.126,-0.382,7.019,-325.073,12.878
-0.426,-0.016,-0.158,22.583,-346.436,18.311
-0.586,0.115,0.193,39.063,-365.540,19.043
-0.737,0.229,0.711,53.284,-380.432,13.916
-0.853,0.394,1.298,63.171,-386.230,7.141
-0.838,0.542,1.994,59.631,-380.737,-1.160
-0.791,0.520,2.523,41.077,-352.722,-16.663
-0.720,0.232,2.795,4.150,-299.683,-38.391
