aX,aY,aZ,gX,gY,gZ
-0.161,-0.219,1.788,26.794,214.905,44.983
-0.208,-0.026,1.699,44.006,222.656,52.429
-0.284,0.134,1.581,51.392,232.910,53.406
-0.319,0.351,1.375,51.880,247.620,50.598
-0.353,0.485,1.110,43.091,264.404,41.260
-0.359,0.448,0.777,26.489,282.043,22.278
-0.349,0.313,0.434,8.972,296.204,3.174
-0.320,0.244,0.095,-3.906,301.270,-8.728
-0.261,0.068,-0.252,-12.634,302.063,-18.372
-0.205,-0.133,-0.528,-26.733,294.556,-21.973
-0.115,-0.245,-0.765,-38.574,282.166,-15.320
-0.001,-0.264,-0.999,-41.321,265.015,-5.554
0.109,-0.262,-1.120,-41.565,238.281,1.953
0.206,-0.240,-1.190,-41.565,214.050,6.958
0.287,-0.213,-1.331,-37.659,197.205,10.437
0.371,-0.234,-1.453,-35.034,179.504,10.925
0.437,-0.295,-1.543,-35.156,159.241,10.620
0.530,-0.289,-1.602,-35.461,137.939,13.184
0.612,-0.174,-1.737,-31.677,117.920,16.968
0.684,-0.026,-1.840,-25.391,94.727,16.418
0.716,0.064,-1.920,-16.602,68.054,8.667
0.719,0.063,-1.981,-6.775,40.222,-2.014
0.700,0.028,-2.053,2.075,12.329,-10.620
0.667,0.010,-2.120,10.315,-16.602,-15.381
0.622,0.019,-2.114,16.357,-50.232,-18.433
0.577,-0.027,-1.990,19.226,-87.097,-22.278
0.534,-0.080,-1.790,18.188,-123.230,-24.841
0.492,-0.089,-1.642,16.235,-153.076,-23.376
0.423,-0.088,-1.438,12.146,-180.481,-22.217
0.344,-0.126,-1.213,5.432,-206.299,-22.278
0.258,-0.145,-1.023,-2.625,-224.609,-19.775

-0.951,0.532,2.140,87.524,-387.024,-7.080
-0.899,0.455,2.989,58.228,-378.235,-25.391
-0.690,0.290,3.713,7.446,-348.389,-40.405
-0.492,-0.105,4.000,-66.406,-274.414,-59.937
-0.280,-0.485,4.000,-129.150,-174.316,-67.505
-0.133,-0.447,3.572,-165.771,-88.745,-51.147
0.161,-0.408,3.161,-174.011,-33.691,-31.311
0.084,-0.290,2.703,-131.348,-9.094,-13.123
0.171,-0.188,2.906,-99.792,-32.288,-5.432
0.231,-0.336,2.860,-34.668,-36.743,-8.118
0.266,-0.300,3.036,13.367,-41.382,-5.066
0.230,-0.176,3.293,33.997,-34.119,4.028
0.171,0.258,3.369,48.096,-11.169,10.071
0.167,0.280,3.406,62.378,14.038,-3.723
0.097,0.218,3.474,65.491,45.227,-18.188
0.070,0.093,3.134,63.110,88.989,-26.978
0.017,-0.216,2.742,55.359,129.822,-35.645
-0.024,-0.515,2.464,31.555,155.151,-36.682
-0.050,-0.667,2.163,9.216,177.551,-25.391
-0.070,-0.657,1.877,-3.967,193.054,-6.836
-0.071,-0.570,1.632,-10.376,200.439,11.597
-0.053,-0.470,1.516,-9.399,198.975,25.574
-0.064,-0.410,1.465,-0.244,193.848,34.058
-0.086,-0.286,1.451,14.221,190.063,42.664
-0.092,-0.140,1.427,31.616,188.843,50.537
-0.101,-0.001,1.376,45.776,190.613,54.504
-0.126,0.145,1.293,55.054,196.045,54.382
-0.142,0.291,1.216,58.716,203.552,50.476
-0.153,0.373,1.058,58.533,215.515,42.175
-0.147,0.358,0.813,52.979,230.957,29.602
-0.120,0.263,0.527,41.809,244.263,16.785
-0.086,0.173,0.222,27.893,250.916,7.202
-0.037,0.044,-0.004,14.038,250.183,0.366
0.024,-0.018,-0.207,2.747,245.911,0.610
0.094,-0.033,-0.425,-6.287,242.187,4.150
0.169,-0.061,-0.593,-12.634,232.239,6.226
0.254,-0.081,-0.687,-16.479,216.431,5.981
0.337,-0.080,-0.743,-16.968,200.623,5.615
0.396,-0.088,-0.810,-15.869,188.599,4.333
0.441,-0.035,-0.908,-13.733,180.664,3.845
0.475,0.086,-1.087,-11.536,177.368,3.174
0.493,0.172,-1.375,-13.000,170.044,-2.197
0.520,0.183,-1.615,-21.240,154.053,-12.085
0.546,0.069,-1.828,-33.752,133.606,-23.804
0.597,-0.057,-1.964,-44.556,105.896,-31.189
0.657,-0.165,-2.043,-48.828,72.449,-32.532
0.727,-0.289,-2.018,-49.744,35.889,-31.494
0.781,-0.370,-1.948,-47.668,0.610,-27.466
0.782,-0.409,-1.876,-41.138,-30.579,-20.813
0.764,-0.436,-1.761,-30.212,-61.218,-14.343
0.715,-0.404,-1.611,-16.663,-91.797,-7.080
0.634,-0.383,-1.435,-5.249,-118.591,-0.732
0.563,-0.369,-1.231,3.662,-142.212,5.066
0.501,-0.253,-1.087,12.268,-158.691,12.512
0.410,-0.149,-1.045,17.212,-169.128,16.418
0.307,-0.077,-0.979,14.771,-181.458,15.625
0.222,0.013,-0.899,9.766,-196.167,15.076
0.128,0.103,-0.837,6.042,-210.388,13.611
0.062,0.161,-0.766,1.953,-225.647,10.071
-0.043,0.162,-0.680,-2.441,-242.676,5.493
-0.163,0.172,-0.643,-2.991,-259.399,2.625
-0.302,0.172,-0.587,8.423,-281.433,0.916
-0.449,0.096,-0.359,25.452,-313.843,-1.953
-0.590,-0.012,0.013,43.640,-347.595,-3.845
-0.697,-0.055,0.541,59.631,-376.221,-2.075
-0.691,-0.059,1.142,67.749,-396.057,1.648
-0.707,-0.128,1.741,65.857,-395.996,1.892
-0.711,-0.056,2.196,63.171,-372.253,2.686
-0.641,0.252,2.693,55.054,-342.712,7.935
-0.633,0.491,3.021,30.762,-299.011,-0.977
-0.581,0.419,3.370,-13.245,-254.761,-25.879
-0.494,0.137,3.892,-76.965,-205.505,-52.429
-0.482,-0.398,3.901,-132.446,-129.456,-69.031
-0.226,-0.541,3.198,-161.255,-61.523,-63.965
-0.038,-0.825,3.283,-161.926,-38.147,-46.814
0.112,-0.702,3.075,-143.188,-30.640,-14.282
0.223,-0.624,2.815,-80.688,-22.705,0.061
0.277,-0.615,3.154,-30.579,-38.635,5.981
0.217,-0.521,3.360,7.812,-33.630,17.090
0.155,-0.222,3.470,36.621,-10.803,35.950
0.114,0.286,3.468,58.228,15.320,48.157
0.053,0.338,3.437,68.665,45.654,31.555
-0.013,0.153,3.287,63.293,85.205,7.019
-0.112,0.035,2.945,53.833,128.601,-0.977
-0.142,-0.039,2.573,38.452,161.377,-3.357
-0.164,-0.184,2.289,22.522,182.556,-5.859
-0.198,-0.367,2.020,7.690,196.106,-7.019
-0.157,-0.469,1.840,1.648,202.087,-1.770
-0.128,-0.442,1.799,4.089,199.219,9.949
-0.115,-0.409,1.770,10.986,198.730,19.531
-0.145,-0.455,1.670,19.592,206.055,25.085
-0.182,-0.452,1.564,28.809,214.233,34.790
-0.226,-0.282,1.483,37.781,222.229,49.927
-0.243,-0.006,1.380,42.603,233.459,62.439
-0.311,0.220,1.218,40.344,249.329,64.453
-0.354,0.416,0.999,33.203,267.578,57.190
-0.356,0.595,0.720,24.231,285.034,45.593
-0.349,0.652,0.345,15.808,299.927,27.588
-0.305,0.584,-0.046,6.653,306.641,5.798
-0.238,0.378,-0.345,0.488,299.316,-14.221
-0.149,0.151,-0.566,-11.536,287.720,-25.208
-0.070,-0.026,-0.747,-31.250,275.696,-24.902
0.038,-0.167,-0.927,-44.250,263.733,-21.423
0.136,-0.253,-1.162,-45.898,247.070,-15.930
0.258,-0.227,-1.277,-42.542,224.609,-8.301
0.384,-0.185,-1.400,-39.612,207.092,-3.540
0.450,-0.235,-1.609,-38.818,194.397,-4.517
0.517,-0.317,-1.775,-42.297,177.307,-6.226
0.560,-0.255,-1.965,-42.297,154.663,-2.563
0.609,-0.048,-2.127,-37.781,126.465,2.625
0.656,0.130,-2.177,-33.386,90.698,0.977
0.685,0.216,-2.155,-29.358,51.697,-9.094
0.641,0.174,-2.135,-21.790,15.320,-23.193
0.600,0.062,-2.115,-10.986,-19.531,-34.485
0.589,-0.040,-1.978,-0.977,-57.800,-39.246
0.559,-0.142,-1.752,6.592,-95.032,-40.833
0.504,-0.249,-1.597,11.230,-123.108,-39.978
0.442,-0.307,-1.469,11.658,-146.423,-34.302
0.401,-0.285,-1.279,7.263,-170.715,-26.062

-1.103,-0.323,2.890,31.799,-467.468,-3.418
-0.831,-0.177,3.725,23.132,-437.134,18.005
-0.517,0.069,4.000,10.742,-351.868,30.090
-0.327,0.148,3.824,-7.874,-231.384,23.071
-0.382,-0.021,3.226,-34.424,-138.733,3.662
-0.203,0.036,2.617,-53.101,-83.801,-13.123
-0.213,-0.484,2.699,-46.997,-69.275,-23.132
-0.142,-0.277,2.969,-71.411,-83.679,-2.441
-0.038,-0.305,2.723,-42.053,-61.584,-0.977
0.036,-0.380,2.971,-26.367,-63.782,-10.986
0.046,-0.387,3.189,-17.334,-60.181,-13.184
0.015,-0.299,3.343,-5.432,-42.786,-8.911
0.000,-0.102,3.441,12.085,-22.522,-2.991
0.000,-0.040,3.591,25.391,-1.953,-3.906
-0.003,-0.199,3.619,30.151,29.236,-11.841
-0.013,-0.385,3.505,23.743,71.289,-13.794
-0.085,-0.377,3.212,11.719,112.549,-8.179
-0.121,-0.612,3.013,-4.272,143.799,-7.202
-0.192,-0.610,2.903,-24.780,174.683,1.953
-0.250,-0.493,2.572,-32.043,208.435,18.127
-0.278,-0.307,2.363,-38.879,225.830,32.837
-0.304,-0.250,2.201,-33.203,237.732,34.607
-0.308,-0.205,1.991,-19.470,248.230,32.837
-0.358,-0.099,1.794,-2.136,255.310,34.851
-0.365,0.094,1.696,16.968,256.653,36.072
-0.395,0.304,1.583,34.973,259.155,33.081
-0.436,0.357,1.353,44.861,269.043,23.132
-0.450,0.290,1.055,48.279,278.748,11.780
-0.428,0.243,0.776,49.500,282.288,5.554
-0.408,0.211,0.510,46.936,282.410,3.235
-0.376,0.178,0.253,38.696,282.959,0.305
-0.333,0.104,-0.000,28.687,281.067,-2.747
-0.245,0.069,-0.277,20.813,277.588,-4.456
-0.162,-0.021,-0.475,7.263,268.555,-6.165
-0.076,-0.060,-0.592,-13.428,256.165,-4.700
0.005,0.035,-0.753,-34.851,250.610,0.793
0.063,-0.008,-0.902,-51.819,245.605,-3.235
0.129,-0.139,-1.053,-59.692,229.065,-12.146
0.215,-0.191,-1.098,-63.232,207.031,-13.855
0.294,-0.171,-1.224,-60.852,191.956,-11.780
0.363,-0.179,-1.421,-52.246,179.443,-11.963
0.449,-0.220,-1.567,-40.955,161.804,-13.367
0.505,-0.245,-1.790,-24.719,142.944,-12.817
0.602,-0.303,-1.983,-8.545,120.972,-11.719
0.672,-0.376,-2.113,2.380,92.468,-10.742
0.712,-0.444,-2.204,8.728,60.730,-7.385
0.700,-0.484,-2.208,9.277,25.635,-1.770
0.658,-0.454,-2.171,5.188,-10.437,7.263
0.619,-0.315,-2.045,1.038,-48.645,18.311
0.575,-0.137,-1.783,-5.005,-88.684,25.391
0.519,-0.001,-1.538,-12.573,-120.728,25.391
0.466,0.136,-1.341,-17.944,-144.165,21.790
0.426,0.229,-1.169,-20.508,-164.001,13.733
0.360,0.223,-1.006,-19.653,-180.603,1.953
0.328,0.166,-0.818,-18.799,-195.496,-9.033
0.273,0.071,-0.712,-15.503,-204.041,-17.090
0.214,-0.031,-0.740,-7.935,-208.923,-21.301
0.160,-0.075,-0.727,1.221,-220.703,-20.264
0.092,-0.115,-0.654,4.578,-237.366,-17.334
-0.005,-0.172,-0.647,6.775,-252.625,-13.916
-0.117,-0.226,-0.576,10.132,-271.301,-8.240
-0.231,-0.235,-0.354,15.625,-295.898,-1.099
-0.367,-0.240,-0.057,25.818,-317.688,6.531
-0.492,-0.283,0.375,35.950,-335.388,12.573
-0.521,-0.388,0.954,38.635,-347.839,19.531
-0.570,-0.409,1.544,37.476,-347.778,29.663
-0.583,-0.122,2.134,39.978,-331.360,45.471
-0.506,0.431,2.597,45.776,-304.443,60.486
-0.475,0.789,2.639,48.462,-256.714,52.002
-0.429,0.783,2.540,39.185,-213.379,20.203
-0.405,0.594,2.733,10.864,-196.960,-14.893
-0.355,0.144,2.801,-24.536,-188.843,-47.058
-0.065,-0.260,3.526,-57.007,-188.293,-56.458
-0.001,-0.429,3.509,-59.570,-160.828,-50.903
0.124,-0.686,4.000,-86.121,-134.705,-48.828
0.215,-0.598,4.000,-79.651,-79.956,-24.109
0.250,-0.607,3.988,-55.298,-30.090,-14.099
0.237,-0.594,3.815,-34.729,2.441,-4.578
0.238,-0.372,3.665,-13.794,30.579,12.817
0.226,-0.138,3.406,3.174,63.782,25.757
0.171,-0.058,3.009,22.339,96.619,23.132
0.084,-0.115,2.733,42.053,115.784,14.343
0.026,-0.019,2.666,50.720,123.718,16.907
-0.057,0.020,2.560,51.208,139.404,16.907
-0.117,-0.058,2.526,41.382,154.114,10.315
-0.163,-0.167,2.557,20.752,168.091,6.226
-0.202,-0.262,2.502,-3.845,187.927,6.226
-0.229,-0.337,2.403,-26.367,210.144,8.728
-0.275,-0.330,2.185,-42.114,232.178,13.367
-0.306,-0.228,1.929,-45.654,251.160,19.653
-0.336,-0.090,1.640,-40.710,266.663,24.109
-0.356,0.015,1.381,-31.006,277.283,23.376
-0.364,0.179,1.144,-17.212,284.851,21.179
-0.413,0.335,0.876,-4.395,295.166,15.503
-0.445,0.432,0.547,3.784,305.176,4.272
-0.443,0.497,0.163,8.728,310.852,-6.958
-0.396,0.496,-0.151,6.348,305.908,-20.752
-0.333,0.345,-0.403,0.732,292.725,-37.964
-0.253,0.132,-0.592,-10.315,277.405,-49.316
-0.163,-0.086,-0.735,-27.649,261.292,-50.720
-0.025,-0.181,-0.832,-37.537,243.225,-45.715
0.104,-0.235,-0.882,-38.940,221.680,-39.917
0.225,-0.332,-0.999,-36.499,205.200,-37.476
0.347,-0.377,-1.108,-31.128,189.636,-32.959
0.473,-0.411,-1.179,-23.621,173.218,-29.053
0.542,-0.564,-1.294,-17.273,161.072,-28.625
0.560,-0.679,-1.437,-12.024,149.780,-23.560
0.601,-0.658,-1.580,-3.418,136.475,-10.620
0.616,-0.574,-1.765,5.249,122.009,2.075
0.612,-0.496,-1.975,8.789,104.858,11.719
0.595,-0.394,-2.182,8.789,81.116,19.409
0.591,-0.273,-2.286,5.798,48.645,25.818
0.573,-0.137,-2.285,0.793,10.864,29.480
0.563,-0.037,-2.205,-2.197,-27.954,28.687
0.563,0.028,-2.027,0.000,-68.054,23.865
0.553,0.064,-1.822,4.211,-103.333,16.663
0.504,-0.037,-1.671,10.437,-131.165,5.676
0.455,-0.163,-1.494,15.564,-157.288,-0.977
0.410,-0.239,-1.327,19.470,-180.298,-1.221

-1.057,0.749,2.575,112.366,-434.387,34.485
-0.873,1.105,3.390,119.934,-413.696,13.733
-0.744,0.864,3.674,87.158,-326.233,-33.020
-0.622,-0.038,3.701,-2.075,-229.492,-87.830
-0.513,-0.865,4.000,-123.108,-169.434,-107.849
-0.373,-1.423,4.000,-224.548,-106.934,-89.050
-0.126,-1.137,3.420,-273.621,-20.874,-33.142
0.070,-0.694,3.259,-277.161,20.569,20.203
0.199,-0.477,2.624,-229.187,28.259,43.701
0.284,-0.065,2.705,-131.897,-4.761,54.382
0.287,0.244,3.249,-42.542,-45.959,56.763
0.239,0.500,3.543,31.982,-47.302,51.270
0.229,0.909,3.808,79.224,-31.799,49.194
0.055,1.340,3.960,94.482,-5.371,34.851
0.146,1.227,3.836,101.746,35.339,-4.333
0.052,0.757,3.433,98.755,88.562,-50.354
-0.060,0.291,2.831,85.876,139.099,-73.181
-0.085,-0.074,2.346,72.571,173.096,-76.294
-0.098,-0.323,1.939,61.096,184.692,-68.481
-0.113,-0.545,1.794,51.392,182.922,-56.274
-0.131,-0.608,1.803,44.617,173.767,-36.194
-0.118,-0.612,1.902,44.861,169.678,-15.442
-0.160,-0.579,1.868,49.194,174.927,1.770
-0.233,-0.501,1.873,54.993,183.899,17.883
-0.287,-0.404,1.815,61.768,194.153,31.372
-0.346,-0.267,1.641,68.665,209.961,42.603
-0.383,-0.110,1.493,69.031,225.647,52.490
-0.450,-0.102,1.300,62.622,242.615,54.321
-0.483,-0.036,1.041,54.443,259.888,57.861
-0.483,0.157,0.793,42.480,274.292,62.866
-0.464,0.328,0.557,26.367,286.072,58.777
-0.435,0.374,0.251,10.071,297.913,44.678
-0.391,0.328,-0.087,-4.639,305.542,27.283
-0.312,0.187,-0.410,-12.817,303.833,10.315
-0.199,0.007,-0.677,-22.217,293.884,0.305
-0.068,-0.031,-0.874,-38.513,278.870,2.686
0.084,-0.003,-1.048,-50.049,259.949,6.226
0.218,-0.033,-1.128,-56.946,237.183,2.625
0.326,-0.082,-1.222,-58.228,221.375,-2.930
0.363,-0.100,-1.468,-52.063,214.111,-6.531
0.423,-0.187,-1.762,-43.579,205.994,-10.132
0.463,-0.252,-2.074,-35.461,189.636,-10.193
0.527,-0.256,-2.295,-30.151,163.940,-5.493
0.590,-0.215,-2.384,-27.893,130.066,-1.343
0.634,-0.128,-2.432,-24.231,95.093,1.465
0.648,-0.024,-2.455,-19.043,58.777,2.014
0.645,-0.002,-2.427,-13.855,19.348,-1.038
0.647,-0.009,-2.296,-8.362,-22.644,-3.967
0.623,0.004,-2.042,-3.113,-65.247,-5.737
0.595,-0.024,-1.795,1.404,-101.501,-8.301
0.550,-0.031,-1.573,4.822,-129.639,-9.583
0.489,-0.082,-1.400,4.333,-151.245,-10.925
0.424,-0.113,-1.233,0.977,-169.617,-11.230
0.362,-0.148,-1.113,-2.869,-185.181,-9.644
0.290,-0.142,-1.015,-8.545,-199.097,-5.859
0.222,-0.100,-0.855,-15.259,-213.257,-1.465
0.154,-0.102,-0.693,-23.499,-225.525,1.404
0.069,-0.094,-0.630,-29.053,-231.201,4.395
0.007,-0.030,-0.598,-27.039,-237.305,8.728
-0.086,0.060,-0.556,-20.447,-247.253,10.315
-0.208,0.090,-0.582,-9.766,-258.240,6.897
-0.361,0.161,-0.567,5.432,-275.391,4.211
-0.523,0.216,-0.501,26.733,-300.354,0.244
-0.740,0.169,-0.372,53.833,-330.444,-7.690
-0.964,0.042,-0.083,76.538,-364.990,-15.686
-1.088,-0.156,0.415,83.801,-402.039,-19.592
-1.169,-0.408,1.286,66.589,-440.857,-18.677
-1.206,-0.522,2.363,36.804,-458.374,-8.667
-1.067,-0.285,3.503,15.686,-450.317,14.832
-0.745,0.160,4.000,14.404,-399.780,36.133
-0.535,0.521,4.000,19.287,-286.987,33.875
-0.372,0.470,3.943,10.071,-170.837,4.944
-0.311,-0.268,3.943,-32.837,-108.337,-38.025
-0.202,-0.519,3.072,-64.148,-69.153,-58.411
-0.133,-0.896,3.821,-99.487,-66.223,-56.030
0.019,-0.476,3.889,-117.920,-44.861,-11.414
0.139,-0.334,3.531,-96.008,-3.235,-1.831
0.180,-0.415,3.485,-77.759,10.986,-6.592
0.182,-0.448,3.428,-51.880,22.583,-5.310
0.155,-0.287,3.207,-18.433,44.250,8.667
0.168,-0.037,3.010,11.536,66.345,22.522
0.128,0.022,2.851,40.161,84.412,19.958
0.062,-0.010,2.627,63.660,104.431,8.972
-0.002,0.088,2.500,76.599,124.573,10.681
-0.088,0.190,2.239,79.346,148.315,9.766
-0.169,0.116,2.086,74.219,162.476,1.099
-0.193,0.013,2.034,60.608,168.640,-5.371
-0.203,-0.160,2.035,39.612,174.744,-8.911
-0.182,-0.380,2.123,15.503,180.603,-10.559
-0.180,-0.505,2.188,-3.418,191.711,-4.578
-0.199,-0.535,2.076,-14.587,213.867,5.676
-0.243,-0.498,1.803,-18.311,238.892,18.616
-0.281,-0.414,1.484,-15.625,258.423,31.067
-0.303,-0.314,1.232,-12.451,270.630,41.809
-0.308,-0.195,0.976,-9.277,281.616,49.805
-0.334,0.007,0.648,-3.906,294.250,55.420
-0.325,0.197,0.325,-0.183,302.673,54.199
-0.309,0.350,0.073,-1.099,300.720,47.241
-0.280,0.492,-0.143,-4.822,293.335,36.499
-0.234,0.514,-0.412,-3.967,284.912,19.714
-0.122,0.461,-0.689,-7.629,274.963,2.991
-0.012,0.408,-0.890,-21.729,257.141,-7.202
0.060,0.229,-1.025,-40.833,231.750,-19.714
0.203,0.033,-1.015,-54.321,198.364,-29.907
0.339,-0.037,-0.974,-57.617,170.105,-31.128
0.469,-0.146,-0.991,-53.894,152.222,-32.715
0.572,-0.279,-0.979,-45.959,137.939,-35.706
0.664,-0.390,-1.080,-31.494,131.042,-34.424
0.718,-0.417,-1.337,-11.963,128.540,-28.931
0.730,-0.429,-1.583,5.188,119.873,-22.339
0.730,-0.480,-1.726,15.015,101.074,-16.357
0.732,-0.483,-1.801,19.714,77.148,-6.531
0.727,-0.329,-1.861,20.935,52.551,6.958
0.698,-0.154,-1.901,15.869,26.428,16.479
0.659,0.015,-1.875,8.179,-3.235,18.860
0.615,0.177,-1.786,-0.732,-35.217,16.846
0.612,0.303,-1.612,-9.766,-67.993,10.376
0.582,0.303,-1.443,-17.212,-96.985,-0.671
0.538,0.201,-1.353,-20.752,-119.019,-12.756

-0.689,0.190,2.024,66.223,-309.143,-0.854
-0.635,0.049,2.402,15.686,-290.771,-8.789
-0.513,-0.150,2.944,-56.274,-276.428,-14.038
-0.383,-0.230,3.151,-125.305,-235.168,-10.071
-0.271,-0.402,3.137,-177.124,-178.650,-1.343
0.040,-0.207,2.130,-199.219,-125.427,10.254
-0.039,-0.252,2.707,-201.416,-121.460,24.231
-0.016,0.169,2.966,-168.640,-125.671,51.697
0.026,0.661,3.007,-67.017,-116.699,55.847
0.035,0.913,3.313,7.263,-117.188,34.729
0.038,0.735,3.622,52.002,-107.788,-2.502
0.049,0.611,3.724,80.750,-79.712,-25.940
0.101,0.504,3.777,90.820,-45.288,-39.734
0.096,0.127,3.724,80.444,-6.836,-58.655
0.107,-0.241,3.619,58.167,30.640,-67.139
0.117,-0.417,3.366,37.842,72.021,-58.533
0.117,-0.505,2.994,21.179,115.112,-41.748
0.087,-0.462,2.613,5.554,149.597,-24.536
-0.012,-0.583,2.157,-1.465,169.922,-15.930
-0.030,-0.596,1.994,1.221,171.021,-2.686
-0.066,-0.481,1.947,12.146,167.603,17.578
-0.100,-0.247,2.112,21.851,160.522,35.706
-0.149,-0.115,2.072,40.161,168.213,43.701
-0.232,-0.131,2.164,49.988,178.162,42.480
-0.308,-0.003,2.086,56.030,196.106,47.852
-0.360,0.127,1.948,63.232,215.393,50.781
-0.410,0.178,1.846,59.448,230.469,46.204
-0.484,0.185,1.685,47.058,247.864,40.283
-0.480,0.215,1.475,27.588,267.578,36.377
-0.491,0.236,1.244,5.981,284.729,31.128
-0.499,0.140,0.905,-12.390,303.040,19.958
-0.489,-0.018,0.505,-24.414,316.711,10.376
-0.421,-0.046,0.122,-27.527,318.115,10.498
-0.323,0.019,-0.139,-23.621,308.044,14.038
-0.237,0.011,-0.325,-13.916,291.138,10.925
-0.152,0.007,-0.513,-6.104,277.710,8.240
-0.068,0.032,-0.736,-1.282,266.479,7.629
0.020,0.021,-0.911,-0.793,250.366,3.540
0.122,0.020,-1.012,-4.089,224.487,-0.977
0.227,0.035,-0.974,-12.756,194.702,-3.784
0.317,0.020,-0.926,-25.269,173.157,-8.606
0.385,-0.005,-0.899,-36.316,159.851,-13.794
0.422,-0.059,-0.924,-44.373,152.039,-18.311
0.460,-0.096,-1.032,-45.166,149.963,-20.386
0.500,-0.061,-1.242,-36.804,150.085,-20.081
0.522,-0.048,-1.557,-21.240,149.292,-21.484
0.565,-0.093,-1.920,-6.348,140.808,-25.146
0.624,-0.170,-2.310,2.502,122.498,-27.466
0.690,-0.266,-2.620,3.906,91.064,-26.733
0.722,-0.355,-2.771,-1.892,46.814,-22.949
0.715,-0.355,-2.732,-10.376,-5.493,-15.442
0.669,-0.267,-2.537,-15.381,-59.265,-6.714
0.609,-0.181,-2.153,-17.090,-110.962,-2.380
0.545,-0.132,-1.766,-14.343,-151.367,-0.977
0.489,-0.070,-1.473,-6.165,-177.856,-0.671
0.407,-0.097,-1.242,0.916,-195.679,-2.441
0.326,-0.146,-1.053,5.859,-209.045,-4.028
0.259,-0.168,-0.947,10.559,-218.384,-2.686
0.174,-0.152,-0.867,12.756,-226.135,0.427
0.089,-0.107,-0.747,13.123,-237.305,3.967
-0.018,-0.071,-0.693,16.296,-245.972,5.798
-0.098,-0.090,-0.634,19.958,-255.554,5.188
-0.186,-0.087,-0.596,23.621,-267.700,5.371
-0.298,-0.076,-0.656,28.870,-280.029,6.836
-0.441,-0.079,-0.667,35.706,-300.659,7.202
-0.614,-0.106,-0.544,44.678,-331.238,6.775
-0.863,-0.151,-0.261,57.251,-365.356,6.042
-1.089,-0.126,0.241,75.195,-401.184,7.202
-1.163,-0.121,1.241,90.027,-440.735,4.944
-1.068,-0.017,2.660,89.417,-471.558,-0.610
-0.865,0.085,3.567,82.397,-450.867,2.808
-0.578,0.332,4.000,65.857,-358.215,6.531
-0.463,0.109,3.566,35.034,-227.844,-15.686
-0.415,-0.297,2.844,-20.203,-133.728,-38.086
-0.360,-0.529,2.554,-85.693,-100.525,-37.964
-0.273,-0.373,2.535,-135.010,-97.534,-22.217
0.051,-0.088,2.943,-159.973,-94.299,-5.615
-0.063,-0.372,2.601,-129.944,-77.332,-5.005
0.021,-0.276,3.134,-129.578,-95.398,3.479
0.044,-0.221,2.982,-70.251,-77.637,15.259
0.051,-0.211,3.053,-8.850,-70.618,11.475
0.037,-0.096,3.349,32.898,-71.594,10.803
0.003,0.160,3.571,61.340,-56.274,14.893
-0.003,0.264,3.730,71.838,-23.376,11.902
-0.054,0.229,3.463,69.702,27.527,-1.343
-0.066,-0.099,3.375,48.157,69.336,-20.752
-0.122,-0.372,3.281,10.986,104.919,-26.733
-0.145,-0.426,3.082,-23.804,147.095,-16.174
-0.167,-0.372,2.671,-47.607,191.345,-2.502
-0.180,-0.333,2.273,-61.523,217.224,6.042
-0.197,-0.342,2.082,-65.918,221.680,10.254
-0.220,-0.300,2.051,-57.556,217.224,15.808
-0.249,-0.075,2.045,-36.499,216.736,24.841
-0.284,0.149,1.967,-10.864,222.107,29.846
-0.326,0.238,1.872,10.254,230.286,23.743
-0.367,0.306,1.780,28.259,239.136,14.648
-0.397,0.408,1.609,42.175,252.930,6.775
-0.429,0.396,1.357,48.035,271.851,-4.089
-0.459,0.262,1.029,45.776,291.687,-17.273
-0.468,0.119,0.689,38.452,306.335,-25.635
-0.443,-0.004,0.349,28.870,314.636,-27.527
-0.399,-0.028,0.027,18.982,314.575,-23.865
-0.341,-0.047,-0.261,10.803,308.350,-22.278
-0.270,-0.183,-0.502,1.648,296.265,-25.452
-0.169,-0.167,-0.714,-10.559,282.837,-18.066
-0.039,-0.101,-0.866,-27.649,266.724,-9.277
0.075,-0.135,-0.957,-44.678,248.108,-10.193
0.174,-0.177,-0.992,-60.486,229.736,-13.245
0.263,-0.133,-1.089,-69.885,216.553,-13.428
0.301,-0.091,-1.317,-71.777,209.778,-15.747
0.367,-0.144,-1.505,-71.045,198.730,-22.888
0.410,-0.230,-1.686,-67.505,181.396,-29.541
0.474,-0.323,-1.876,-61.523,161.987,-32.715
0.546,-0.406,-2.033,-55.359,137.878,-32.349
0.602,-0.456,-2.169,-46.936,109.436,-28.442
0.661,-0.482,-2.247,-36.072,75.378,-22.400
0.681,-0.518,-2.206,-24.536,35.522,-15.869
0.681,-0.543,-2.145,-11.169,-2.625,-7.324
0.652,-0.505,-2.073,2.380,-38.574,3.296

0.533,-0.333,-1.774,16.846,-107.666,21.973
0.461,-0.228,-1.621,13.062,-134.888,28.137
0.392,-0.140,-1.461,5.432,-158.752,31.189
0.328,-0.056,-1.299,-0.244,-180.237,32.410
0.263,-0.042,-1.178,-3.052,-197.815,30.701
0.184,-0.020,-1.063,-3.357,-214.478,29.053
0.105,0.011,-0.953,-1.038,-230.469,28.931
0.012,0.068,-0.810,0.977,-246.826,28.320
-0.081,0.083,-0.703,6.531,-261.047,25.269
