aX,aY,aZ,gX,gY,gZ
-0.740,1.667,1.164,-3.906,-14.648,243.042
-0.663,1.842,1.067,-10.986,-8.301,207.520
-0.557,1.951,1.163,-25.635,-9.827,173.096
-0.471,2.045,1.152,-42.542,-10.193,143.188
-0.455,1.987,1.191,-64.209,-11.963,110.657
-0.396,2.071,1.372,-79.529,-19.897,91.736
-0.311,2.428,1.725,-87.708,-24.597,80.933
-0.286,2.340,1.593,-91.370,-1.892,52.246
-0.294,2.209,1.207,-84.961,24.231,25.330
-0.211,2.359,1.089,-65.979,20.996,13.977
-0.167,2.334,0.976,-44.495,16.418,-6.714
-0.140,2.234,0.854,-20.020,14.343,-34.729
-0.106,2.218,0.833,10.071,7.690,-57.861
-0.141,1.994,0.906,37.048,1.648,-85.999
-0.160,1.529,0.901,60.486,4.028,-118.286
-0.198,1.331,0.717,86.914,6.653,-137.085
-0.120,0.979,0.965,108.398,-6.958,-153.381
-0.084,0.718,1.042,105.652,3.540,-162.109
-0.118,0.640,0.730,90.393,33.691,-160.034
-0.176,0.505,0.456,74.585,44.312,-166.260
-0.240,0.298,0.493,64.270,29.663,-177.307
-0.262,0.123,0.640,63.843,12.817,-182.922
-0.297,-0.004,0.685,64.148,9.766,-184.631
-0.338,-0.191,0.589,62.317,12.878,-188.293
-0.356,-0.474,0.615,61.768,6.104,-195.496
-0.334,-0.697,0.777,62.561,-5.676,-196.594
-0.269,-0.857,0.954,62.622,-10.620,-191.223
-0.233,-1.026,1.013,56.030,-4.761,-185.181
-0.234,-1.170,1.003,47.607,5.981,-177.429
-0.248,-1.273,0.926,38.940,16.907,-168.030
-0.277,-1.341,0.867,29.724,24.414,-158.997
-0.303,-1.442,0.783,18.860,29.541,-152.893
-0.282,-1.638,0.732,5.432,31.311,-148.071
-0.280,-1.868,0.765,-12.390,28.625,-139.282
-0.235,-2.112,0.766,-25.146,27.771,-123.962
-0.179,-2.349,0.714,-36.865,27.771,-105.591
-0.171,-2.541,0.679,-45.471,24.475,-78.003
-0.161,-2.776,0.659,-50.720,18.311,-44.800
-0.137,-2.849,0.575,-50.537,12.756,-2.136
-0.136,-2.708,0.511,-46.265,5.371,48.157
-0.162,-2.483,0.547,-40.344,-5.066,95.703
-0.244,-2.179,0.758,-40.588,-9.338,132.690
-0.284,-1.979,0.331,-40.710,4.761,154.297
-0.460,-1.907,0.320,-32.410,-10.437,173.218
-0.484,-1.705,0.712,-36.499,-41.321,204.224
-0.548,-1.332,0.737,-42.297,-34.912,239.685
-0.611,-0.982,0.523,-46.814,-18.250,258.057
-0.693,-0.584,0.590,-46.875,-19.287,266.296
-0.725,-0.087,0.927,-36.804,-30.029,269.409
-0.715,0.467,1.112,-18.555,-27.771,267.944
-0.653,0.857,1.083,-3.540,-14.832,254.822
-0.618,0.944,1.090,1.709,-8.118,228.394
-0.621,0.942,1.172,2.136,-10.071,203.918
-0.590,1.152,1.217,-0.244,-11.414,194.336
-0.557,1.381,1.227,-4.272,-13.245,186.035
-0.492,1.677,1.345,-15.808,-17.212,173.218
-0.491,1.830,1.303,-30.701,-14.160,151.489
-0.486,1.880,1.343,-43.213,-16.479,125.977
-0.513,2.089,1.486,-50.171,-28.076,114.136
-0.415,2.644,1.952,-48.340,-36.926,105.347
-0.405,2.609,1.825,-39.124,-10.559,67.200
-0.417,2.509,1.497,-25.818,19.226,26.428
-0.347,2.462,1.487,-7.751,19.470,0.854
-0.324,2.263,1.400,5.371,24.170,-29.663
-0.322,1.935,1.240,14.709,34.973,-59.631
-0.234,1.747,1.130,24.719,40.100,-78.186
-0.197,1.583,0.972,30.212,45.166,-91.919
-0.163,1.387,0.745,32.471,51.941,-110.596
-0.152,1.148,0.379,41.992,48.889,-135.925
-0.086,0.750,0.664,46.265,22.278,-160.706
-0.082,0.579,0.762,37.292,20.203,-164.062
-0.096,0.500,0.494,26.550,38.025,-165.161
-0.132,0.396,0.419,23.315,34.180,-171.997
-0.172,0.229,0.617,23.071,15.381,-181.152
-0.228,0.111,0.717,22.034,9.094,-183.960
-0.313,0.026,0.624,19.165,14.648,-182.312
-0.285,-0.095,0.581,17.029,13.184,-183.655
-0.328,-0.238,0.689,18.921,1.831,-186.890
-0.311,-0.457,0.799,22.888,-3.784,-190.674
-0.275,-0.603,0.875,30.273,-4.395,-187.744
-0.227,-0.735,0.890,36.316,-1.038,-182.373
-0.154,-0.880,0.833,40.833,3.906,-175.903
-0.078,-1.015,0.780,39.856,6.531,-168.274
-0.069,-1.113,0.739,31.311,8.789,-161.682
-0.100,-1.234,0.715,21.729,8.545,-156.738
-0.120,-1.363,0.698,14.709,7.324,-150.818
-0.132,-1.429,0.645,11.047,6.165,-140.747
-0.194,-1.564,0.639,11.719,1.953,-131.836
-0.242,-1.970,0.629,9.338,-2.014,-126.221
-0.253,-2.314,0.672,8.301,-8.789,-109.253
-0.208,-2.535,0.756,9.827,-17.334,-77.148
-0.198,-2.745,0.868,7.507,-23.865,-40.833
-0.196,-2.860,0.957,2.563,-25.940,-0.977
-0.228,-2.806,0.954,-7.935,-23.132,43.823
-0.296,-2.676,0.900,-26.428,-17.456,88.928
-0.360,-2.476,0.937,-49.133,-13.000,129.395
-0.312,-1.983,0.785,-62.622,-5.859,160.400
-0.484,-2.023,0.836,-68.787,-7.080,170.654
-0.553,-1.787,0.927,-78.247,-8.057,201.294
-0.565,-1.469,0.795,-73.669,3.723,235.718
-0.628,-1.062,0.732,-62.927,9.644,258.484
-0.743,-0.569,0.809,-47.424,8.179,274.231
-0.799,-0.036,0.926,-24.109,3.723,284.241
-0.745,0.483,0.891,0.488,4.700,288.025
-0.742,0.883,0.817,13.672,4.639,275.879
-0.736,1.104,0.748,13.428,-2.808,251.221
-0.679,1.380,0.699,6.531,-13.733,228.638
-0.595,1.666,0.740,-7.751,-27.405,205.566
-0.545,1.738,0.996,-27.771,-44.922,176.636
-0.398,1.950,1.457,-42.175,-58.594,152.771
-0.344,1.932,1.380,-53.650,-40.833,122.925
-0.342,1.857,1.310,-58.350,-24.780,91.309
-0.335,1.981,1.480,-54.871,-24.353,79.590

-0.334,2.363,1.364,-30.884,1.709,46.814
-0.275,2.458,1.398,-15.198,3.967,22.705
-0.233,2.441,1.328,-2.014,9.521,-5.615
-0.270,2.238,1.050,9.705,21.667,-38.574
-0.205,2.051,0.867,18.799,23.193,-63.110
-0.174,1.998,0.929,27.039,13.550,-80.994
-0.207,1.813,0.987,36.133,7.996,-106.262
-0.184,1.455,0.924,49.988,8.606,-136.230
-0.153,1.045,0.895,62.866,12.939,-157.898
-0.163,0.744,0.906,60.791,18.555,-166.260
-0.165,0.577,0.696,52.490,30.701,-167.664
-0.201,0.453,0.546,50.659,34.119,-172.485
-0.284,0.246,0.640,53.589,20.996,-180.725
-0.323,0.083,0.886,54.749,10.071,-183.594
-0.345,-0.009,0.823,57.617,16.052,-182.068
-0.331,-0.101,0.794,60.486,17.090,-184.326
-0.427,-0.289,0.810,57.312,12.878,-190.063
-0.447,-0.587,0.835,48.462,10.437,-195.007
-0.378,-0.729,0.988,42.725,4.822,-190.002
-0.346,-0.819,1.130,35.400,4.150,-181.763
-0.322,-0.977,1.179,25.330,11.963,-177.917
-0.338,-1.150,1.079,15.381,24.536,-172.302
-0.257,-1.345,0.971,3.967,32.532,-163.818
-0.250,-1.431,0.842,-5.554,35.339,-151.062
-0.203,-1.542,0.705,-10.803,35.706,-140.747
-0.213,-1.779,0.679,-14.587,29.541,-133.789
-0.197,-2.084,0.673,-15.320,23.560,-123.962
-0.162,-2.322,0.634,-11.169,18.799,-104.187
-0.144,-2.495,0.609,-8.362,13.306,-76.416
-0.141,-2.613,0.640,-6.409,5.615,-44.250
-0.122,-2.704,0.720,-5.859,-1.099,-9.094
-0.158,-2.608,0.799,-7.202,-5.127,30.212
-0.188,-2.390,0.769,-12.085,-2.869,72.266
-0.249,-2.090,0.829,-20.386,0.732,108.154
-0.263,-1.776,0.521,-26.733,11.047,131.592
-0.338,-1.718,0.500,-23.682,3.235,143.311
-0.346,-1.650,0.758,-28.625,-16.541,162.903
-0.382,-1.367,0.694,-34.241,-8.972,194.031
-0.428,-1.117,0.530,-33.386,-1.648,215.027
-0.499,-0.944,0.605,-31.006,-7.874,225.586
-0.555,-0.660,0.791,-25.146,-16.846,237.488
-0.611,-0.361,0.807,-13.916,-15.747,246.399
-0.641,-0.053,0.792,1.465,-14.038,249.695
-0.714,0.277,0.931,17.029,-20.752,248.962
-0.744,0.750,1.120,31.006,-28.809,246.765
-0.736,1.302,1.309,42.725,-33.630,239.563
-0.613,1.616,1.405,48.157,-30.701,216.492
-0.512,1.592,1.440,40.466,-23.254,180.176
-0.419,1.568,1.354,19.653,-13.794,147.888
-0.375,1.452,1.211,-8.972,-5.493,119.263
-0.323,1.450,1.261,-38.208,-10.864,103.210
-0.290,1.798,1.445,-61.829,-19.348,101.196
-0.260,2.046,1.543,-76.599,-15.869,89.050
-0.267,2.204,1.466,-81.604,-3.479,68.787
-0.197,2.587,1.596,-72.693,-5.066,52.673
-0.133,2.688,1.665,-55.054,-0.610,19.409
-0.091,2.426,1.443,-32.593,20.386,-26.611
-0.078,2.090,1.116,-9.155,38.452,-63.904
-0.053,1.817,0.952,11.230,40.161,-88.867
-0.066,1.584,0.833,26.489,36.377,-107.544
-0.164,1.283,0.689,35.706,34.241,-124.512
-0.084,1.051,0.646,44.128,27.222,-135.620
-0.077,0.933,0.697,50.476,17.456,-139.709
-0.069,0.744,0.701,52.368,15.320,-148.315
-0.089,0.514,0.612,51.086,17.395,-157.166
-0.123,0.309,0.526,48.279,17.822,-163.025
-0.164,0.169,0.384,43.457,13.611,-165.588
-0.161,0.140,0.510,42.175,-1.099,-166.748
-0.285,-0.138,1.092,43.701,-13.428,-172.058
-0.312,-0.097,0.616,42.908,11.902,-170.410
-0.345,-0.432,0.442,53.589,12.817,-178.162
-0.299,-0.760,1.024,55.603,-22.095,-186.218
-0.262,-0.811,1.178,50.110,-14.526,-171.509
-0.242,-0.924,0.964,41.626,8.911,-160.828
-0.275,-1.045,0.923,29.480,13.794,-154.419
-0.220,-1.198,1.006,12.695,11.963,-147.034
-0.219,-1.270,1.055,-3.357,12.634,-138.977
-0.214,-1.347,0.997,-20.264,19.531,-132.019
-0.242,-1.483,0.955,-34.607,23.865,-127.991
-0.264,-1.772,0.936,-42.236,24.780,-125.366
-0.175,-1.986,0.859,-39.978,25.085,-113.403
-0.108,-2.168,0.767,-34.729,25.452,-93.079
-0.098,-2.420,0.703,-35.217,23.804,-74.768
-0.082,-2.711,0.617,-30.273,20.386,-47.974
-0.057,-2.908,0.545,-23.621,12.512,-9.766
-0.066,-2.827,0.481,-15.137,3.235,41.260
-0.095,-2.581,0.469,-9.766,-5.676,93.262
-0.079,-2.338,0.478,-11.536,-13.367,134.583
-0.300,-1.887,0.582,-18.433,-15.076,168.396
-0.371,-1.829,0.161,-20.996,-10.193,179.993
-0.454,-1.654,0.498,-24.170,-38.147,202.576
-0.537,-1.290,0.607,-34.973,-42.175,235.596
-0.608,-1.001,0.569,-41.992,-33.203,250.549
-0.709,-0.570,0.620,-42.908,-29.358,259.216
-0.718,-0.123,0.867,-32.104,-33.264,261.108
-0.657,0.158,1.008,-13.428,-29.602,254.272
-0.663,0.283,0.903,3.906,-15.320,242.737
-0.740,0.403,0.828,17.090,-9.766,233.154
-0.785,0.745,0.922,25.146,-19.836,229.492
-0.710,1.290,0.998,32.166,-31.982,227.417
-0.670,1.752,0.980,30.273,-39.185,211.914
-0.577,2.078,1.225,18.433,-52.063,183.777
-0.507,2.145,1.477,2.258,-60.730,145.752
-0.467,1.988,1.641,-16.052,-57.800,106.812
-0.440,2.086,1.741,-33.691,-53.772,86.914
-0.419,2.300,2.062,-44.434,-55.298,73.975
-0.378,2.503,2.357,-52.063,-41.809,51.697
-0.383,2.538,2.036,-54.260,2.441,20.996
-0.312,2.615,1.805,-44.189,24.414,-6.287
-0.286,2.515,1.703,-28.198,31.494,-42.053
-0.270,2.192,1.529,-11.353,42.969,-83.130
-0.272,1.827,1.248,6.470,55.847,-111.206
-0.302,1.448,0.998,19.897,61.279,-131.531
-0.232,1.170,0.858,32.104,57.190,-145.508
-0.195,1.006,0.822,37.415,48.889,-153.198
-0.206,0.770,0.740,37.292,47.424,-163.330
-0.203,0.552,0.594,36.133,49.194,-171.387
-0.185,0.385,0.513,35.522,48.218,-175.903
-0.233,0.292,0.120,38.452,44.800,-182.556

-0.134,-1.647,0.771,-7.324,20.813,-128.479
-0.090,-1.679,0.659,-10.376,18.921,-108.765
-0.041,-1.714,0.649,-8.057,12.512,-90.759
-0.047,-1.781,0.625,-8.606,6.714,-75.806
-0.061,-1.859,0.564,-7.385,3.906,-59.570
-0.071,-1.931,0.539,-6.348,-1.099,-42.236
-0.076,-1.975,0.508,-2.197,-7.263,-23.010
-0.084,-2.017,0.586,1.160,-17.212,-4.333
-0.112,-2.085,0.672,1.343,-23.437,16.174
-0.156,-2.173,0.707,-3.845,-23.437,39.673
-0.190,-2.195,0.738,-12.390,-23.254,68.848
-0.218,-2.051,0.853,-24.536,-20.752,101.807
-0.306,-1.991,0.478,-35.095,-11.719,124.023
-0.359,-2.110,0.742,-44.800,-30.823,144.592
-0.462,-1.869,0.900,-60.181,-32.349,188.232
-0.546,-1.518,0.726,-66.162,-15.747,229.248
-0.594,-1.239,0.628,-66.895,-9.216,252.502
-0.661,-0.888,0.730,-60.486,-13.733,267.944
-0.744,-0.587,0.852,-55.725,-14.465,278.259
-0.826,-0.242,0.900,-44.128,-9.033,285.095
-0.928,0.176,0.992,-28.931,-6.531,290.771
-1.011,0.698,1.158,-12.695,-9.583,293.152
-1.031,1.433,1.218,3.174,-11.414,293.091
-0.867,2.123,1.152,14.160,-10.071,280.701
-0.659,2.703,1.037,12.085,-11.047,247.314
-0.552,2.795,0.905,-3.418,-14.465,187.683
-0.505,2.571,1.100,-21.484,-33.020,125.061
-0.389,2.499,1.496,-33.264,-53.223,83.862
-0.308,2.510,1.895,-39.063,-53.467,51.636
-0.349,2.336,1.844,-41.199,-24.048,18.311
-0.319,2.236,1.832,-38.269,-5.676,-4.883
-0.281,2.255,1.748,-30.945,8.362,-19.958
-0.258,2.185,1.461,-19.043,27.527,-39.917
-0.237,2.085,1.163,-3.418,38.513,-61.707
-0.227,2.014,0.942,12.390,40.161,-82.275
-0.264,1.962,0.578,31.128,36.560,-109.192
-0.320,1.437,0.717,44.495,15.015,-149.414
-0.256,1.137,0.718,49.927,7.751,-168.152
-0.234,0.940,0.740,52.979,11.230,-173.340
-0.228,0.671,0.669,50.903,19.775,-182.983
-0.235,0.451,0.592,44.250,23.743,-189.758
-0.306,0.316,0.504,40.833,21.973,-190.735
-0.303,0.120,0.604,37.842,13.123,-193.298
-0.345,0.038,0.714,38.025,3.296,-190.369
-0.385,-0.074,0.771,40.833,0.366,-188.538
-0.399,-0.233,0.899,46.265,-3.845,-189.148
-0.394,-0.398,1.002,51.025,-5.554,-188.538
-0.373,-0.494,1.028,53.406,-1.282,-184.998
-0.381,-0.584,1.016,50.781,5.310,-181.824
-0.387,-0.688,1.004,45.166,11.475,-181.641
-0.371,-0.770,0.940,39.856,18.311,-179.016
-0.341,-0.882,0.901,33.020,22.095,-177.979
-0.335,-1.051,0.924,20.203,23.865,-177.612
-0.335,-1.287,0.938,3.540,26.062,-178.162
-0.359,-1.501,0.891,-12.878,31.006,-176.208
-0.380,-1.722,0.835,-27.771,34.180,-170.593
-0.390,-2.077,0.842,-38.391,31.494,-163.757
-0.355,-2.493,0.813,-42.603,27.710,-148.315
-0.266,-2.813,0.802,-44.800,23.987,-116.638
-0.192,-3.090,0.775,-44.678,19.531,-75.500
-0.164,-3.212,0.736,-42.114,14.465,-26.428
-0.180,-3.113,0.720,-36.499,9.583,28.992
-0.214,-2.879,0.726,-27.039,4.578,86.060
-0.288,-2.544,0.740,-24.536,4.761,134.521
-0.342,-2.141,0.416,-25.452,13.306,168.274
-0.503,-2.115,0.409,-20.508,2.380,189.453
-0.496,-1.710,0.691,-25.635,-24.231,228.882
-0.552,-1.297,0.693,-34.119,-17.700,260.559
-0.624,-1.056,0.521,-41.626,-4.517,271.362
-0.740,-0.749,0.560,-44.434,-4.028,278.625
-0.799,-0.319,0.803,-39.368,-12.634,286.804
-0.794,0.088,0.972,-25.269,-12.756,290.039
-0.820,0.487,0.995,-7.690,-5.554,285.828
-0.873,0.824,1.002,4.333,-1.099,274.231
-0.843,1.206,1.070,10.681,-4.517,258.911
-0.767,1.685,1.014,15.381,-7.263,242.493
-0.652,2.082,0.947,14.404,-11.353,216.370
-0.580,2.186,0.960,9.094,-22.949,176.697
-0.443,2.119,1.342,1.953,-37.537,136.108
-0.359,2.007,1.413,-7.080,-35.278,103.699
-0.354,1.880,1.394,-18.433,-24.353,75.134
-0.330,1.965,1.506,-22.278,-25.818,61.523
-0.295,2.204,1.737,-19.531,-26.917,52.673
-0.262,2.387,1.801,-15.747,-12.512,37.964
-0.256,2.544,1.578,-6.470,12.817,15.137
-0.211,2.654,1.472,10.193,22.034,-12.024
-0.196,2.453,1.360,21.362,27.405,-51.025
-0.209,2.147,1.120,28.503,36.377,-87.769
-0.313,1.835,0.947,34.302,39.795,-114.502
-0.228,1.498,0.841,40.527,37.964,-135.803
-0.198,1.297,0.822,48.279,31.860,-150.940
-0.201,1.011,0.736,49.500,32.410,-167.725
-0.196,0.656,0.641,47.668,35.034,-183.044
-0.176,0.415,0.576,44.312,33.386,-189.453
-0.182,0.278,0.493,43.701,31.555,-189.575
-0.262,0.196,0.491,41.870,27.954,-191.284
-0.374,0.060,0.238,44.006,23.071,-197.693
-0.338,0.003,0.809,50.537,-4.089,-200.684
-0.333,0.027,0.781,55.664,5.920,-199.646
-0.455,-0.074,0.818,55.908,11.841,-210.266
-0.467,-0.323,0.951,52.185,10.132,-224.854
-0.526,-0.577,1.003,48.584,17.639,-233.887
-0.526,-0.908,0.937,42.297,28.320,-235.901
-0.413,-1.160,0.917,38.574,33.142,-227.966
-0.333,-1.301,0.964,36.255,33.203,-212.341
-0.304,-1.521,0.883,27.039,36.865,-196.289
-0.338,-1.721,0.747,13.367,40.222,-178.528
-0.344,-1.920,0.694,-1.221,36.926,-161.987
-0.335,-2.133,0.654,-5.798,30.151,-142.456
-0.309,-2.361,0.578,-7.812,24.780,-121.460
-0.251,-2.604,0.492,-7.874,18.066,-95.520
-0.232,-2.898,0.430,-11.047,8.423,-66.162
-0.220,-3.090,0.435,-14.099,-3.784,-27.771
-0.223,-3.016,0.546,-16.907,-17.395,21.790
-0.242,-2.799,0.587,-21.118,-25.269,72.937
-0.344,-2.567,0.613,-29.785,-28.320,117.554
-0.434,-2.381,0.657,-42.725,-28.870,156.921
-0.495,-2.054,0.747,-49.866,-24.902,195.129
-0.562,-1.706,0.279,-55.359,-11.536,221.252

-0.641,-1.258,0.751,-53.711,-55.664,257.263
-0.718,-0.853,0.792,-58.350,-44.189,277.283
-0.804,-0.443,0.738,-53.467,-29.358,282.654
-0.821,-0.112,0.862,-36.438,-29.419,279.053
-0.748,0.101,1.068,-15.442,-32.349,270.142
-0.701,0.267,1.024,-0.732,-21.484,259.033
-0.703,0.327,0.918,1.038,-8.911,246.521
-0.730,0.364,0.994,-4.150,-10.742,235.840
-0.711,0.667,1.096,-7.019,-15.442,236.206
-0.754,1.090,1.054,-9.705,-16.907,237.915
-0.711,1.528,1.115,-18.555,-20.569,230.103
-0.697,1.877,1.148,-33.203,-24.963,209.290
-0.694,2.289,1.258,-48.157,-32.776,186.707
-0.599,2.780,1.442,-57.312,-46.875,165.100
-0.435,3.334,1.962,-57.617,-58.167,131.531
-0.364,3.059,1.822,-58.777,-24.658,65.430
-0.317,2.677,1.578,-52.429,2.686,7.874
-0.240,2.417,1.561,-38.025,5.920,-24.109
-0.247,2.202,1.515,-23.193,12.329,-47.058
-0.150,2.005,1.351,-5.249,23.010,-63.416
-0.131,1.932,1.118,11.780,31.067,-74.341
-0.126,1.796,0.849,22.888,35.706,-89.478
-0.125,1.595,0.645,27.771,32.166,-110.901
-0.163,1.342,0.657,29.846,18.738,-132.507
-0.175,1.085,0.807,32.898,7.080,-149.780
-0.170,0.868,0.749,35.583,9.033,-161.621
-0.191,0.664,0.776,36.377,14.221,-170.654
-0.281,0.613,0.737,39.856,18.005,-179.382
-0.263,0.380,0.752,36.621,18.982,-194.031
-0.377,0.317,0.537,30.701,33.020,-201.477
-0.432,0.195,0.529,27.039,27.344,-212.952
-0.452,0.004,0.794,26.794,11.108,-225.891
-0.467,-0.246,0.906,22.888,11.475,-235.840
-0.471,-0.554,0.822,17.700,22.156,-240.479
-0.445,-0.824,0.771,15.320,23.926,-238.586
-0.393,-1.059,0.779,9.827,19.531,-228.699
-0.305,-1.257,0.858,3.235,14.038,-212.524
-0.259,-1.388,0.877,1.709,11.414,-192.078
-0.218,-1.486,0.769,7.141,13.428,-169.434
-0.191,-1.559,0.693,13.672,10.986,-147.583
-0.193,-1.669,0.710,18.799,2.502,-128.235
-0.203,-1.813,0.684,25.269,-3.235,-110.779
-0.231,-1.991,0.728,31.433,-8.667,-92.712
-0.237,-2.142,0.751,38.025,-12.878,-71.228
-0.234,-2.283,0.715,42.847,-13.855,-46.448
-0.247,-2.453,0.697,40.100,-15.503,-20.630
-0.265,-2.522,0.699,32.654,-19.287,9.216
-0.272,-2.468,0.724,21.362,-23.499,44.495
-0.284,-2.365,0.759,7.385,-25.635,79.895
-0.315,-2.165,0.855,-7.935,-19.531,109.863
-0.367,-2.083,0.502,-25.513,-3.845,131.226
-0.459,-2.066,0.365,-27.649,-15.259,157.898
-0.441,-1.811,0.851,-38.940,-50.903,191.101
-0.586,-1.498,0.963,-52.917,-43.518,224.365
-0.721,-1.217,0.829,-57.007,-22.705,242.737
-0.787,-0.844,0.886,-47.424,-17.944,257.996
-0.761,-0.333,1.057,-25.146,-20.081,271.118
-0.716,-0.000,1.053,-4.272,-11.719,269.043
-0.716,0.113,0.907,5.981,0.305,255.676
-0.716,0.282,0.854,8.179,1.831,244.446
-0.690,0.574,0.917,4.089,-4.089,235.901
-0.668,0.904,0.991,-6.531,-8.972,224.365
-0.670,1.077,0.909,-24.231,-10.010,207.825
-0.586,1.343,0.931,-40.955,-14.954,194.946
-0.534,1.641,0.907,-55.359,-22.400,182.983
-0.492,1.903,1.161,-64.880,-37.781,164.795
-0.460,2.177,1.406,-62.622,-52.490,147.278
-0.339,2.676,1.891,-50.659,-54.993,127.441
-0.313,2.705,1.795,-33.630,-23.987,86.792
-0.292,2.631,1.516,-15.381,4.700,43.030
-0.238,2.632,1.498,3.357,7.874,10.742
-0.198,2.377,1.527,15.198,10.132,-25.269
-0.180,2.130,1.480,22.644,17.639,-54.626
-0.190,2.001,1.297,25.879,27.893,-73.181
-0.211,1.851,1.237,26.978,30.762,-88.684
-0.220,1.859,0.968,29.907,32.593,-107.422
-0.207,1.448,0.985,35.278,26.062,-140.442
-0.231,1.114,1.080,31.799,21.423,-161.987
-0.231,0.854,0.941,27.466,33.508,-170.837
-0.227,0.625,0.716,18.494,46.326,-178.528
-0.268,0.520,0.604,8.606,44.800,-184.082
-0.334,0.357,0.629,3.174,33.508,-193.848
-0.405,0.166,0.700,3.418,24.719,-202.637
-0.449,0.055,0.753,5.188,20.386,-205.078
-0.463,-0.047,0.847,11.169,16.663,-207.825
-0.470,-0.192,0.978,21.606,13.550,-213.501
-0.446,-0.340,1.037,27.588,17.395,-217.041
-0.450,-0.557,0.950,27.832,26.794,-218.689
-0.419,-0.835,0.804,25.574,34.363,-218.445
-0.428,-1.050,0.793,25.208,31.921,-211.121
-0.331,-1.270,0.865,25.757,25.879,-197.632
-0.237,-1.403,0.895,25.146,23.499,-177.002
-0.191,-1.502,0.769,15.991,28.503,-156.677
-0.199,-1.634,0.681,4.272,29.419,-141.235
-0.191,-1.722,0.626,-4.822,24.719,-125.549
-0.200,-1.807,0.653,-9.644,16.907,-108.398
-0.189,-1.924,0.596,-9.949,12.024,-92.041
-0.194,-2.093,0.551,-7.568,7.019,-74.524
-0.201,-2.219,0.600,-5.249,-1.587,-51.453
-0.209,-2.303,0.590,-1.404,-8.606,-23.621
-0.227,-2.382,0.632,0.549,-15.137,4.700
-0.241,-2.359,0.778,-1.221,-21.729,38.330
-0.265,-2.254,0.751,-5.249,-17.944,74.219
-0.288,-2.061,0.852,-12.146,-10.010,106.018
-0.341,-1.862,0.299,-18.799,0.977,125.305
-0.401,-1.926,0.603,-20.813,-26.489,137.024
-0.460,-1.751,0.815,-30.151,-35.706,167.847
-0.527,-1.594,0.614,-33.875,-19.775,199.158
-0.551,-1.488,0.492,-34.058,-15.076,221.436
-0.615,-1.390,0.602,-35.645,-24.780,242.249
-0.691,-1.215,0.698,-40.771,-27.466,263.977
-0.812,-0.875,0.768,-43.884,-25.513,288.208
-0.910,-0.359,0.919,-43.579,-25.757,311.584
-1.005,0.285,1.176,-41.016,-27.466,326.294
-1.075,1.105,1.350,-32.715,-23.315,329.834
-1.017,1.988,1.242,-15.320,-12.878,321.289
-0.873,2.664,1.013,-3.357,-4.150,289.551
-0.629,2.993,0.902,-7.507,-10.071,236.816
-0.491,2.797,0.950,-23.071,-21.973,167.053

-0.318,2.159,1.772,-51.514,-48.523,67.993
-0.263,2.127,1.930,-57.129,-30.823,49.377
-0.264,2.227,1.715,-60.242,1.465,37.659
-0.266,2.354,1.539,-57.129,17.212,22.522
-0.250,2.349,1.341,-47.180,24.963,1.526
-0.223,2.346,1.257,-28.992,25.208,-18.372
-0.202,2.436,1.211,-5.249,23.560,-37.354
-0.199,2.358,1.076,18.066,26.611,-66.650
-0.219,2.195,0.969,38.025,28.503,-100.159
-0.290,1.819,0.881,50.781,28.442,-135.559
-0.297,1.352,0.760,59.875,29.053,-163.452
-0.256,1.047,0.708,66.223,28.137,-177.856
-0.253,0.873,0.626,66.711,27.649,-185.303
-0.236,0.634,0.553,61.523,29.846,-194.458
-0.265,0.442,0.374,57.190,30.029,-202.820
-0.339,0.158,0.738,54.260,12.451,-207.886
-0.373,0.097,0.722,51.147,12.756,-200.928
-0.417,-0.019,0.496,52.551,24.536,-198.181
-0.458,-0.268,0.661,58.044,8.545,-202.209
-0.446,-0.449,0.889,61.523,-4.700,-200.256
-0.422,-0.567,0.893,63.232,-1.343,-194.397
-0.397,-0.719,0.859,60.913,3.479,-191.650
-0.353,-0.878,0.934,54.138,3.540,-190.796
-0.369,-1.034,0.961,43.762,8.118,-188.721
-0.325,-1.299,0.877,27.039,18.738,-187.622
-0.339,-1.576,0.840,6.897,24.353,-183.594
-0.365,-1.901,0.728,-14.526,29.114,-176.514
-0.379,-2.223,0.555,-27.771,31.067,-164.368
-0.320,-2.497,0.479,-32.654,22.461,-144.531
-0.240,-2.778,0.534,-34.729,8.789,-119.446
-0.210,-3.036,0.635,-32.715,-1.526,-87.830
-0.199,-3.208,0.608,-25.024,-4.761,-46.814
-0.212,-3.169,0.633,-15.381,-9.705,2.563
-0.208,-2.948,0.660,-6.287,-18.250,53.833
-0.271,-2.629,0.723,-4.395,-25.330,100.159
-0.347,-2.374,0.768,-14.526,-23.315,138.123
-0.435,-1.957,0.824,-25.146,-14.465,170.898
-0.456,-1.651,0.409,-32.410,-0.244,190.063
-0.553,-1.449,0.529,-30.762,-15.869,202.820
-0.559,-1.021,0.854,-36.499,-35.278,220.703
-0.613,-0.485,0.934,-34.424,-26.550,233.826
-0.612,-0.094,0.868,-24.597,-11.902,231.262
-0.604,0.161,0.873,-9.338,-8.362,219.238
-0.540,0.338,0.907,1.770,-9.766,206.421
-0.476,0.493,0.913,-1.099,-9.033,194.458
-0.489,0.683,0.948,-13.672,-9.094,184.265
-0.491,0.910,0.976,-29.114,-10.986,175.720
